review_id,employee_id,year,performance_rating,manager_rating,promotion_recommended
1954,808,2024,9,3,1
1955,2298,2021,2,4,0
1956,1530,2018,7,4,0
1957,3005,2023,4,5,0
1958,4262,2023,6,8,1
1959,4227,2023,4,7,0
1960,4622,2023,2,6,0
1961,591,2020,5,5,1
1962,3100,2023,3,6,0
1963,4023,2023,3,9,0
1964,3364,2022,3,8,1
1965,742,2021,2,8,1
1966,2627,2021,4,6,0
1967,932,2018,7,1,0
1968,807,2019,2,1,1
1969,1293,2022,4,5,0
1970,4552,2022,5,8,1
1971,1848,2022,3,5,1
1972,1972,2024,5,7,1
1973,435,2018,5,2,1
1974,1357,2022,2,7,0
1975,1297,2023,1,5,0
1976,2814,2019,2,3,0
1977,3147,2020,5,1,1
1978,573,2022,8,9,1
1979,4336,2023,1,7,0
1980,2082,2021,6,8,0
1981,1529,2024,3,4,0
1982,2989,2019,5,3,0
1983,4125,2019,1,5,1
1984,3852,2022,5,1,1
1985,3112,2021,2,6,0
1986,553,2019,9,1,0
1987,1463,2018,3,8,0
1988,4940,2022,5,5,0
1989,1695,2021,5,7,1
1990,3540,2023,3,4,0
1991,4559,2020,5,5,0
1992,314,2019,5,2,1
1993,3665,2020,8,7,1
1994,2814,2021,8,9,1
1995,979,2023,6,7,1
1996,4567,2018,2,4,0
1997,287,2021,9,8,1
1998,171,2020,6,6,1
1999,2835,2021,7,6,0
2000,3420,2021,7,3,1
2001,3520,2019,5,2,0
2002,1369,2023,4,3,0
2003,2319,2021,7,7,1
2004,238,2018,6,3,1
2005,4565,2019,7,7,1
2006,4306,2018,4,3,0
2007,1974,2020,2,4,0
2008,2736,2023,9,5,0
2009,3820,2021,7,2,1
2010,2438,2023,4,5,0
2011,1931,2022,2,6,1
2012,4581,2021,8,9,0
2013,261,2022,8,4,0
2014,113,2019,8,5,0
2015,3314,2020,3,4,1
2016,3604,2022,4,5,1
2017,4673,2021,2,1,1
2018,1981,2024,7,8,0
2019,2080,2021,7,9,1
2020,4496,2024,1,3,1
2021,4072,2021,9,3,0
2022,3313,2020,9,9,1
2023,508,2022,5,9,1
2024,163,2022,7,7,0
2025,2529,2020,8,5,0
2026,565,2018,3,1,1
2027,2994,2019,7,9,0
2028,1725,2020,5,6,1
2029,998,2021,4,3,0
2030,4828,2023,2,5,0
2031,4972,2018,7,9,1
2032,3483,2023,7,1,1
2033,1581,2024,8,1,0
2034,4442,2023,4,4,1
2035,3082,2022,2,6,1
2036,1715,2019,3,3,1
2037,4080,2021,1,3,0
2038,4090,2021,6,4,1
2039,222,2021,8,1,0
2040,2628,2020,8,5,1
2041,619,2023,4,8,0
2042,3322,2022,4,6,0
2043,2373,2018,1,3,0
2044,2116,2019,6,4,0
2045,4861,2021,4,5,1
2046,4096,2020,9,5,0
2047,851,2023,2,2,1
2048,3740,2020,8,3,0
2049,4439,2019,7,8,0
2050,1272,2018,8,1,0
2051,2370,2024,2,4,0
2052,2780,2020,9,2,0
2053,1002,2020,4,9,0
2054,1135,2022,1,7,1
2055,4958,2022,6,6,0
2056,598,2018,4,4,1
2057,4221,2023,2,1,0
2058,465,2023,1,9,1
2059,4376,2019,6,3,1
2060,356,2024,8,3,1
2061,3030,2021,3,6,0
2062,1485,2020,8,6,1
2063,90,2024,9,4,1
2064,1461,2021,2,5,0
2065,1509,2024,4,5,1
2066,4179,2021,6,6,1
2067,4825,2021,7,3,1
2068,2131,2018,4,9,0
2069,629,2024,4,7,1
2070,90,2019,7,4,1
2071,487,2019,7,3,1
2072,1656,2022,7,7,0
2073,4336,2021,5,5,1
2074,1965,2021,4,2,1
2075,3582,2020,6,6,0
2076,2042,2018,7,3,1
2077,908,2021,9,7,1
2078,369,2018,5,5,1
2079,4346,2023,6,7,1
2080,1562,2022,5,4,0
2081,4624,2018,5,1,0
2082,1648,2019,3,1,1
2083,3132,2023,1,7,0
2084,1578,2024,2,9,1
2085,4641,2023,7,6,0
2086,913,2018,4,3,0
2087,325,2021,3,9,0
2088,900,2021,4,9,0
2089,2113,2021,8,1,1
2090,4552,2021,7,5,0
2091,2323,2023,8,3,0
2092,154,2018,1,9,0
2093,548,2021,1,7,0
2094,308,2019,4,4,0
2095,4225,2020,9,5,1
2096,849,2024,6,9,0
2097,100,2021,2,4,0
2098,2908,2022,4,7,1
2099,2816,2020,4,5,1
2100,4494,2018,9,1,1
2101,2733,2019,5,1,0
2102,3222,2024,6,6,0
2103,1316,2023,3,2,0
2104,3794,2019,9,5,0
2105,112,2022,4,2,1
2106,4484,2021,9,1,1
2107,180,2022,4,8,0
2108,2782,2024,2,4,0
2109,3342,2021,6,5,0
2110,1583,2021,8,6,0
2111,4693,2019,5,6,1
2112,3409,2019,2,4,0
2113,3699,2023,1,2,0
2114,3523,2024,5,2,1
2115,276,2021,4,1,0
2116,566,2023,9,5,0
2117,2210,2019,4,6,0
2118,2021,2019,7,2,0
2119,2950,2019,6,3,1
2120,2172,2021,2,3,1
2121,490,2024,4,7,0
2122,4035,2021,3,8,0
2123,2907,2020,6,2,1
2124,119,2019,7,5,1
2125,1632,2021,5,7,1
2126,1080,2019,6,8,0
2127,485,2020,4,3,1
2128,1929,2024,7,6,1
2129,2554,2020,4,9,1
2130,4608,2018,3,4,1
2131,3521,2021,9,6,0
2132,3944,2020,3,4,1
2133,2414,2024,7,5,1
2134,969,2021,5,3,0
2135,2969,2021,3,4,0
2136,3120,2024,5,3,0
2137,3984,2019,8,4,1
2138,1819,2024,2,6,1
2139,774,2021,5,2,1
2140,2852,2019,1,1,1
2141,1496,2019,7,8,1
2142,1011,2019,8,3,0
2143,1319,2023,8,4,1
2144,806,2024,7,4,1
2145,4394,2022,9,4,0
2146,2386,2021,1,8,1
2147,4036,2023,5,4,0
2148,1814,2020,1,3,0
2149,2659,2024,7,6,0
2150,3182,2021,2,2,1
2151,2861,2018,2,9,0
2152,646,2021,8,5,0
2153,1604,2022,8,7,1
2154,4599,2023,1,1,0
2155,1377,2018,9,2,1
2156,2035,2018,2,3,1
2157,1893,2019,9,4,0
2158,2221,2020,3,3,1
2159,226,2018,1,2,1
2160,4169,2022,3,6,0
2161,4970,2020,9,1,0
2162,3279,2021,2,8,0
2163,305,2022,3,1,0
2164,3764,2023,9,2,1
2165,2900,2020,6,3,0
2166,4274,2022,2,4,1
2167,3258,2018,5,5,1
2168,2033,2019,1,4,0
2169,3018,2019,5,6,1
2170,3397,2020,9,3,0
2171,3242,2019,1,8,0
2172,2189,2018,4,2,0
2173,4718,2023,9,9,0
2174,836,2022,2,7,0
2175,3444,2024,8,8,0
2176,3860,2019,5,6,1
2177,2723,2023,9,5,1
2178,2399,2018,1,5,1
2179,3151,2022,7,7,0
2180,2191,2024,4,4,0
2181,3100,2018,4,1,0
2182,988,2024,3,6,0
2183,4364,2020,8,5,0
2184,1900,2024,7,7,1
2185,729,2022,2,1,1
2186,1150,2022,2,7,1
2187,1381,2018,8,2,0
2188,2975,2023,5,7,0
2189,744,2019,5,2,0
2190,4892,2023,5,3,0
2191,309,2020,9,7,0
2192,1820,2023,7,2,0
2193,4211,2019,5,4,1
2194,3492,2021,8,9,1
2195,118,2023,9,6,1
2196,4563,2023,3,8,0
2197,465,2020,1,9,0
2198,4649,2020,3,9,0
2199,1333,2018,9,7,0
2200,1983,2018,9,2,1
2201,78,2024,3,6,1
2202,4529,2020,2,8,1
2203,3743,2020,2,4,1
2204,3028,2022,9,9,0
2205,2051,2019,3,8,1
2206,4391,2023,9,1,1
2207,3240,2024,4,8,1
2208,1950,2018,2,9,1
2209,3016,2024,9,1,1
2210,2965,2022,3,9,1
2211,2368,2023,2,1,0
2212,2995,2023,1,7,0
2213,2076,2021,7,2,1
2214,4788,2020,8,4,0
2215,2941,2023,3,8,0
2216,2647,2024,7,8,0
2217,2440,2018,1,7,1
2218,1609,2020,9,4,0
2219,677,2022,6,4,1
2220,718,2020,3,6,1
2221,820,2020,6,5,0
2222,2794,2022,1,9,0
2223,3988,2019,5,5,0
2224,2532,2022,9,6,1
2225,4696,2020,4,8,1
2226,3976,2019,4,4,0
2227,1244,2022,3,2,0
2228,1428,2022,3,2,0
2229,1051,2023,2,5,1
2230,1014,2023,4,2,0
2231,3954,2018,9,2,1
2232,978,2022,4,4,1
2233,698,2020,5,7,1
2234,485,2018,4,1,1
2235,227,2019,8,5,0
2236,3246,2018,9,3,1
2237,4371,2021,6,3,1
2238,777,2019,5,8,1
2239,1985,2021,4,4,1
2240,4742,2020,9,6,1
2241,3666,2023,4,1,0
2242,3580,2019,2,2,1
2243,1189,2019,9,8,1
2244,3323,2018,9,6,0
2245,2125,2021,6,8,1
2246,3627,2021,1,7,1
2247,3679,2018,2,6,1
2248,3106,2018,7,3,0
2249,3436,2023,1,5,0
2250,2414,2018,6,7,0
2251,1595,2018,9,4,1
2252,1278,2023,6,6,1
2253,2796,2023,7,1,0
2254,1235,2022,4,2,1
2255,3256,2018,1,8,0
2256,4151,2018,1,6,1
2257,2128,2024,8,6,1
2258,4302,2018,5,8,0
2259,1322,2023,7,8,0
2260,2756,2022,9,1,1
2261,152,2020,3,9,1
2262,3114,2020,6,4,1
2263,1618,2024,6,2,1
2264,3417,2018,6,3,1
2265,1120,2019,1,7,1
2266,4582,2023,9,9,0
2267,4333,2022,9,7,0
2268,1385,2018,8,1,1
2269,2937,2022,9,6,0
2270,1666,2022,3,6,0
2271,3202,2023,5,5,1
2272,2358,2024,9,1,1
2273,2573,2020,4,5,0
2274,10,2023,8,5,0
2275,3570,2021,7,8,1
2276,3485,2021,3,5,0
2277,4878,2021,1,5,0
2278,4773,2018,1,9,0
2279,4703,2021,4,6,1
2280,3996,2018,7,9,0
2281,615,2019,2,9,0
2282,1819,2023,6,4,0
2283,3263,2020,6,3,0
2284,1,2019,6,7,1
2285,629,2018,3,4,0
2286,4327,2019,7,6,0
2287,515,2023,2,6,1
2288,2750,2021,2,8,0
2289,3098,2019,1,9,0
2290,765,2022,6,7,0
2291,4600,2022,8,6,1
2292,1634,2020,4,1,0
2293,662,2019,4,4,1
2294,3869,2018,7,2,1
2295,284,2020,8,6,1
2296,4082,2021,2,2,1
2297,1589,2021,5,5,1
2298,1468,2022,3,7,0
2299,707,2020,8,6,0
2300,2296,2021,1,4,0
2301,343,2019,7,5,1
2302,1753,2020,6,6,0
2303,2810,2019,2,8,1
2304,3566,2019,6,4,1
2305,2518,2023,8,6,0
2306,3621,2019,1,9,0
2307,2223,2020,8,9,1
2308,3725,2020,1,9,1
2309,939,2022,9,4,1
2310,4566,2020,1,7,1
2311,876,2023,8,6,0
2312,1367,2018,8,4,0
2313,2594,2020,9,8,0
2314,3016,2023,4,7,1
2315,446,2022,3,9,1
2316,969,2020,4,9,1
2317,1049,2018,8,6,1
2318,3377,2020,4,6,1
2319,3852,2024,9,9,0
2320,37,2022,3,8,0
2321,27,2018,5,8,0
2322,2579,2022,8,6,1
2323,3110,2023,8,3,0
2324,2739,2021,1,2,1
2325,4346,2019,7,4,0
2326,1605,2022,5,5,1
2327,2335,2021,4,2,1
2328,239,2020,1,9,0
2329,3851,2018,4,6,0
2330,1482,2023,3,1,1
2331,1932,2022,1,3,1
2332,2663,2018,9,1,0
2333,1784,2023,7,4,1
2334,4578,2024,7,9,1
2335,16,2021,2,4,0
2336,533,2024,7,7,1
2337,4652,2023,4,8,1
2338,3282,2023,4,8,0
2339,1638,2022,9,9,1
2340,2277,2020,4,1,0
2341,4785,2020,3,7,1
2342,3756,2023,5,5,1
2343,4328,2020,6,9,1
2344,4512,2019,8,5,1
2345,1194,2020,4,2,1
2346,769,2024,9,5,0
2347,49,2019,3,9,1
2348,4160,2022,5,1,1
2349,3329,2022,3,7,1
2350,4644,2021,6,3,0
2351,2071,2021,3,4,0
2352,696,2024,7,4,1
2353,3817,2018,3,2,1
2354,4680,2024,5,3,1
2355,1728,2022,7,3,1
2356,3695,2018,8,7,0
2357,4103,2024,9,8,1
2358,1782,2021,6,8,0
2359,826,2018,6,9,1
2360,477,2021,1,2,1
2361,1681,2019,6,8,0
2362,2965,2021,5,6,1
2363,3404,2022,9,4,0
2364,3508,2024,4,4,1
2365,378,2022,4,9,1
2366,4059,2019,2,4,0
2367,2049,2019,7,2,0
2368,397,2021,6,5,0
2369,639,2022,7,2,0
2370,946,2021,9,5,1
2371,4410,2024,2,7,1
2372,2728,2021,8,2,1
2373,4041,2023,8,9,1
2374,4398,2019,9,1,0
2375,3845,2021,6,9,0
2376,2405,2021,2,4,0
2377,152,2024,5,3,1
2378,722,2019,2,3,0
2379,1844,2023,4,9,1
2380,3252,2019,5,7,1
2381,1613,2020,8,2,0
2382,4277,2021,9,3,1
2383,3724,2023,5,1,0
2384,4885,2020,6,5,0
2385,4328,2023,1,5,0
2386,495,2023,1,9,0
2387,3853,2019,1,3,1
2388,1821,2024,2,6,0
2389,4855,2023,8,9,1
2390,1131,2022,5,3,1
2391,1615,2020,3,7,1
2392,331,2024,5,2,0
2393,2844,2018,8,6,0
2394,3108,2018,7,7,0
2395,4682,2023,2,8,0
2396,3678,2020,9,2,0
2397,1386,2024,4,1,0
2398,2191,2018,6,8,1
2399,2305,2022,2,7,0
2400,972,2021,5,8,0
2401,2741,2022,6,3,1
2402,316,2018,2,7,1
2403,4255,2023,1,7,1
2404,813,2021,3,4,1
2405,411,2018,2,9,1
2406,4627,2020,6,5,1
2407,3301,2022,3,8,0
2408,4108,2021,2,5,1
2409,4914,2019,7,2,1
2410,594,2024,1,2,1
2411,3093,2022,9,5,0
2412,2873,2019,1,4,1
2413,3194,2020,5,9,0
2414,2067,2023,7,5,1
2415,17,2018,5,2,0
2416,1979,2024,3,7,1
2417,4007,2020,2,9,0
2418,3964,2024,2,1,1
2419,4662,2019,9,6,0
2420,1214,2021,6,8,1
2421,1670,2020,4,3,1
2422,2706,2018,7,4,1
2423,1660,2021,2,4,0
2424,3898,2021,4,6,1
2425,1719,2018,1,9,0
2426,3349,2021,4,9,1
2427,1333,2023,7,9,1
2428,2036,2023,9,8,1
2429,2653,2024,5,6,1
2430,1874,2022,6,3,0
2431,2889,2021,7,6,0
2432,4358,2024,9,6,1
2433,2342,2019,8,4,0
2434,4581,2022,9,4,0
2435,2183,2020,5,7,1
2436,3168,2021,9,2,1
2437,2991,2018,8,2,0
2438,4680,2022,2,9,1
2439,4511,2021,1,4,0
2440,757,2019,4,3,0
2441,2725,2024,2,2,1
2442,3382,2023,3,8,1
2443,4500,2021,7,1,1
2444,2503,2021,5,1,1
2445,1558,2022,3,5,1
2446,4172,2023,2,8,1
2447,3444,2019,9,4,0
2448,249,2024,7,8,1
2449,2650,2024,9,9,0
2450,1276,2021,4,1,1
2451,1481,2024,3,5,1
2452,411,2022,3,6,1
2453,628,2018,3,7,1
2454,4832,2021,1,9,0
2455,2786,2020,8,3,0
2456,4664,2018,7,3,0
2457,970,2021,4,8,0
2458,2962,2018,2,2,1
2459,3964,2020,7,6,1
2460,1304,2018,8,5,1
2461,4638,2021,1,2,0
2462,4251,2023,8,2,1
2463,2718,2020,2,1,1
2464,3972,2023,6,2,0
2465,4091,2023,8,2,0
2466,4230,2023,8,6,0
2467,3447,2023,9,2,0
2468,341,2019,2,3,1
2469,3527,2024,2,4,0
2470,3330,2022,5,3,0
2471,4553,2022,3,1,0
2472,2800,2021,8,3,1
2473,2083,2024,8,9,0
2474,4309,2022,8,6,1
2475,2886,2022,8,3,1
2476,1548,2021,8,2,1
2477,2721,2021,5,9,1
2478,3965,2018,7,6,1
2479,2954,2022,1,2,1
2480,2721,2023,1,9,0
2481,4109,2018,8,6,0
2482,3602,2022,5,2,0
2483,3426,2022,4,7,0
2484,4573,2019,7,2,1
2485,4815,2022,8,7,1
2486,607,2024,7,6,0
2487,980,2021,9,7,1
2488,2714,2022,9,6,0
2489,660,2020,9,4,0
2490,4536,2023,9,1,1
2491,3096,2019,9,4,1
2492,2108,2018,1,1,1
2493,1456,2022,5,6,0
2494,3140,2022,1,5,1
2495,4962,2018,6,4,0
2496,3709,2019,7,8,0
2497,4291,2018,5,2,1
2498,1855,2022,2,7,0
2499,3393,2018,9,6,0
2500,2259,2018,8,5,0
2501,3314,2022,1,8,0
2502,3115,2019,8,1,1
2503,3891,2021,1,9,0
2504,3495,2019,5,9,0
2505,2506,2021,7,8,1
2506,2186,2022,6,9,0
2507,3364,2022,2,5,1
2508,3442,2024,3,2,1
2509,2275,2024,6,4,0
2510,3417,2021,3,2,1
2511,3835,2022,1,2,0
2512,3002,2022,2,5,0
2513,3711,2021,9,1,0
2514,2783,2024,3,5,1
2515,3451,2024,3,1,1
2516,2404,2018,5,3,1
2517,4307,2023,1,7,0
2518,4489,2019,1,8,0
2519,3545,2019,1,1,0
2520,1911,2024,4,9,1
2521,1578,2020,9,6,1
2522,3595,2022,5,9,1
2523,3032,2018,8,2,1
2524,4653,2018,3,2,0
2525,3791,2022,4,6,1
2526,4363,2019,5,1,1
2527,2868,2020,2,2,0
2528,4924,2020,3,5,1
2529,2864,2024,1,6,1
2530,1008,2020,7,5,0
2531,422,2021,6,3,1
2532,4494,2023,2,6,0
2533,1782,2021,9,9,1
2534,4792,2022,3,4,0
2535,1793,2020,3,3,0
2536,2109,2024,1,7,0
2537,470,2024,7,8,0
2538,3297,2018,1,8,0
2539,4897,2021,8,9,1
2540,3196,2024,2,7,0
2541,3142,2021,3,6,1
2542,1631,2022,9,5,0
2543,3664,2023,8,5,0
2544,929,2021,6,1,0
2545,1954,2024,7,7,1
2546,4325,2022,1,6,0
2547,2239,2018,1,7,1
2548,2860,2024,2,9,1
2549,37,2024,6,9,1
2550,982,2022,7,2,1
2551,2450,2020,2,3,0
2552,102,2021,3,9,1
2553,4189,2019,2,3,1
2554,3458,2022,2,4,1
2555,2753,2018,1,5,1
2556,752,2020,1,6,0
2557,667,2022,8,2,1
2558,874,2020,2,6,0
2559,3343,2024,8,3,0
2560,1870,2024,9,7,0
2561,4064,2018,8,9,1
2562,4101,2024,4,5,0
2563,2387,2024,9,8,1
2564,4206,2020,1,6,1
2565,2089,2024,3,8,1
2566,353,2024,3,4,0
2567,3679,2018,6,7,0
2568,1949,2021,6,9,1
2569,3687,2020,7,7,0
2570,3837,2019,7,2,1
2571,374,2019,9,5,0
2572,3015,2019,6,9,0
2573,4587,2022,2,1,0
2574,479,2021,5,4,1
2575,4971,2021,1,9,1
2576,3430,2018,3,9,1
2577,1525,2018,4,5,1
2578,3267,2022,5,1,0
2579,3371,2024,8,9,0
2580,1538,2023,4,1,0
2581,4018,2023,8,5,1
2582,1011,2020,8,3,1
2583,3534,2022,7,1,0
2584,560,2024,9,4,1
2585,3598,2019,9,1,1
2586,3354,2021,7,1,0
2587,1295,2018,6,6,1
2588,1422,2024,3,7,1
2589,2820,2023,1,4,0
2590,3876,2023,2,7,1
2591,306,2018,5,3,0
2592,3104,2021,9,4,1
2593,4430,2023,9,5,0
2594,2341,2019,7,3,0
2595,1969,2024,6,6,0
2596,3492,2019,7,1,1
2597,4438,2024,6,2,1
2598,1780,2019,5,7,1
2599,1525,2021,6,5,0
2600,620,2022,1,5,1
2601,1151,2024,5,7,1
2602,782,2019,1,5,1
2603,1594,2022,5,4,0
2604,1277,2023,2,7,1
2605,1679,2020,5,7,1
2606,2363,2018,4,5,1
2607,603,2022,4,8,0
2608,4352,2023,6,9,1
2609,1145,2020,8,5,1
2610,4335,2021,6,1,1
2611,721,2020,1,4,1
2612,642,2020,9,8,0
2613,2376,2024,4,7,0
2614,1290,2018,7,9,0
2615,3228,2020,1,2,0
2616,2418,2023,9,3,1
2617,1512,2020,3,8,0
2618,2298,2018,3,7,1
2619,3793,2021,8,7,1
2620,2646,2019,2,9,0
2621,4292,2022,9,7,1
2622,1212,2024,3,9,1
2623,1126,2022,2,2,1
2624,4171,2020,5,9,0
2625,543,2019,9,5,0
2626,2020,2019,9,4,0
2627,1560,2020,8,4,1
2628,2238,2024,8,6,0
2629,1589,2024,7,2,0
2630,1462,2022,3,9,1
2631,2974,2022,3,4,0
2632,143,2023,5,3,1
2633,583,2023,9,6,0
2634,3112,2024,1,3,0
2635,455,2019,3,6,0
2636,4908,2019,9,1,0
2637,1509,2020,7,4,0
2638,2374,2022,2,6,1
2639,4635,2022,2,3,1
2640,4402,2020,1,3,1
2641,2985,2020,3,7,1
2642,1604,2021,4,7,1
2643,720,2019,1,5,1
2644,1743,2019,1,1,0
2645,2997,2019,3,8,0
2646,4028,2018,5,3,1
2647,822,2018,8,1,1
2648,1568,2023,5,1,1
2649,1529,2020,7,9,1
2650,4724,2021,9,9,1
2651,2623,2024,1,8,1
2652,325,2024,5,4,0
2653,933,2018,2,9,0
2654,2397,2019,1,3,0
2655,1813,2024,7,3,1
2656,3136,2021,7,8,0
2657,1363,2022,1,9,0
2658,764,2020,7,2,1
2659,1320,2018,6,6,0
2660,1550,2023,6,3,1
2661,518,2021,1,2,0
2662,2235,2024,7,7,1
2663,1736,2018,1,8,1
2664,4201,2023,5,4,1
2665,3542,2018,1,4,1
2666,200,2024,1,7,0
2667,364,2020,8,9,0
2668,290,2024,5,8,0
2669,1994,2018,5,1,0
2670,3862,2020,3,1,1
2671,3711,2024,2,5,1
2672,4522,2024,4,2,0
2673,499,2020,1,9,1
2674,3555,2024,7,8,1
2675,3021,2022,8,8,0
2676,2787,2024,2,2,0
2677,1790,2019,1,2,1
2678,4731,2024,7,6,1
2679,1309,2022,6,4,1
2680,294,2024,5,9,1
2681,4101,2024,6,4,0
2682,4359,2018,6,8,0
2683,3979,2022,9,6,0
2684,3796,2024,4,4,1
2685,1051,2024,1,7,0
2686,3647,2021,4,4,0
2687,349,2022,8,1,0
2688,4364,2022,4,1,0
2689,443,2024,5,8,1
2690,4922,2022,3,7,1
2691,4390,2024,6,9,0
2692,2849,2020,9,5,0
2693,3255,2023,5,6,0
2694,3839,2019,2,8,1
2695,3131,2024,3,3,1
2696,4985,2022,3,3,0
2697,1840,2022,4,1,0
2698,2413,2019,3,2,0
2699,1207,2023,1,2,1
2700,4959,2024,9,7,1
2701,1260,2024,7,8,1
2702,4138,2022,4,1,1
2703,3448,2019,9,1,0
2704,2818,2023,2,5,0
2705,3666,2022,9,1,1
2706,4137,2022,9,2,0
2707,1626,2023,2,3,1
2708,4935,2021,7,1,1
2709,556,2024,4,9,0
2710,3641,2021,5,4,0
2711,1531,2024,5,6,1
2712,4702,2021,9,6,1
2713,2108,2020,6,3,1
2714,1141,2018,1,8,0
2715,3138,2021,5,6,1
2716,3631,2018,1,6,0
2717,397,2019,7,1,0
2718,4192,2018,3,7,0
2719,490,2019,2,4,1
2720,270,2018,7,8,0
2721,4687,2019,9,3,0
2722,4857,2021,5,4,0
2723,4458,2024,4,1,0
2724,4936,2024,5,1,0
2725,2122,2021,7,3,1
2726,912,2024,4,9,0
2727,1118,2023,9,6,0
2728,2817,2021,6,2,1
2729,971,2019,3,2,1
2730,4514,2020,2,7,1
2731,3016,2018,4,5,1
2732,3489,2019,9,3,1
2733,2954,2021,2,4,1
2734,3163,2018,3,1,1
2735,1661,2024,3,3,0
2736,465,2021,5,4,1
2737,3481,2020,5,9,1
2738,4806,2022,7,5,0
2739,2770,2023,1,8,1
2740,3883,2021,2,5,1
2741,2563,2022,5,5,0
2742,1233,2020,5,8,0
2743,2159,2022,7,3,0
2744,948,2021,7,5,1
2745,3686,2023,3,5,1
2746,3044,2020,4,1,0
2747,1940,2018,2,3,1
2748,3899,2022,2,4,1
2749,4418,2022,3,6,1
2750,1266,2019,7,6,0
2751,1964,2021,6,5,1
2752,2764,2021,1,2,1
2753,3469,2022,9,4,0
2754,4291,2022,1,5,1
2755,2715,2022,7,7,1
2756,1902,2021,8,6,0
2757,3889,2019,6,2,1
2758,2466,2022,1,8,1
2759,1460,2021,2,8,1
2760,4556,2021,7,4,0
2761,3156,2019,5,1,1
2762,510,2023,9,3,1
2763,2128,2024,8,9,1
2764,2003,2024,4,6,1
2765,4046,2023,5,1,0
2766,3127,2019,3,3,0
2767,3620,2024,2,8,0
2768,2217,2019,5,2,0
2769,2183,2024,4,9,0
2770,1513,2018,7,9,0
2771,2365,2024,1,4,0
2772,1058,2018,6,4,1
2773,3544,2023,9,5,0
2774,2295,2022,6,8,0
2775,3537,2021,9,4,1
2776,3359,2019,2,9,0
2777,1407,2018,8,3,1
2778,284,2024,9,9,0
2779,172,2022,3,1,1
2780,655,2021,6,8,1
2781,721,2019,5,7,0
2782,3096,2024,6,8,1
2783,845,2018,9,2,0
2784,42,2024,3,7,0
2785,2197,2018,8,4,1
2786,4371,2021,7,1,0
2787,112,2023,9,3,0
2788,2307,2018,4,5,0
2789,21,2021,3,4,0
2790,1281,2019,9,8,0
2791,1202,2021,3,2,1
2792,2720,2024,3,8,0
2793,1067,2024,1,5,1
2794,3596,2019,4,2,0
2795,1802,2023,7,8,0
2796,3015,2020,8,1,1
2797,281,2023,2,5,0
2798,4157,2018,7,1,0
2799,3910,2020,9,1,1
2800,3222,2021,4,2,0
2801,1532,2023,9,8,1
2802,3866,2019,4,4,1
2803,4077,2018,1,5,0
2804,1513,2022,6,1,1
2805,2592,2018,4,9,1
2806,855,2022,5,5,1
2807,65,2018,8,2,1
2808,3812,2019,2,7,1
2809,3477,2024,9,6,1
2810,3406,2024,3,4,0
2811,3993,2021,3,8,0
2812,809,2019,6,9,1
2813,3054,2018,5,7,1
2814,4399,2022,6,6,0
2815,2271,2019,5,7,1
2816,2271,2024,8,5,1
2817,1160,2024,9,3,0
2818,1484,2019,2,7,1
2819,897,2022,9,4,1
2820,4776,2020,8,8,1
2821,3804,2018,1,5,1
2822,193,2019,8,5,1
2823,4566,2024,7,5,1
2824,493,2019,1,6,0
2825,3144,2018,3,4,0
2826,2227,2022,6,2,1
2827,787,2018,1,6,0
2828,366,2021,5,1,0
2829,2045,2021,6,4,1
2830,3884,2023,2,6,1
2831,4161,2019,7,1,0
2832,4045,2021,7,6,1
2833,1156,2024,6,6,1
2834,4415,2018,6,3,1
2835,4547,2019,6,1,0
2836,4006,2021,9,3,0
2837,2301,2022,9,1,1
2838,1026,2021,2,8,1
2839,2425,2022,9,7,1
2840,1997,2021,2,3,0
2841,3375,2022,3,8,1
2842,801,2018,9,4,0
2843,3247,2018,3,2,0
2844,4048,2020,4,6,0
2845,3336,2018,5,9,1
2846,4204,2021,1,7,1
2847,1385,2023,2,5,1
2848,816,2019,6,3,0
2849,4080,2022,2,5,0
2850,2150,2018,2,7,0
2851,2220,2024,4,3,0
2852,675,2019,7,2,1
2853,544,2024,1,6,0
2854,4780,2023,6,8,1
2855,1471,2022,2,7,1
2856,4728,2022,6,4,1
2857,3577,2022,4,4,1
2858,847,2018,7,4,1
2859,1030,2022,9,5,0
2860,4364,2020,1,7,1
2861,3716,2023,6,9,1
2862,4642,2024,3,8,1
2863,3619,2023,7,1,0
2864,1735,2024,6,8,0
2865,1483,2018,2,1,1
2866,3528,2023,5,5,1
2867,3821,2019,7,9,1
2868,1929,2020,4,4,0
2869,1275,2020,4,6,0
2870,179,2018,2,1,0
2871,1287,2023,8,1,0
2872,2680,2022,3,6,0
2873,1748,2020,8,7,0
2874,4959,2021,8,7,0
2875,2836,2019,1,8,1
2876,1471,2021,8,1,1
2877,726,2018,2,4,1
2878,1839,2020,6,2,1
2879,438,2024,1,3,1
2880,2476,2024,4,1,1
2881,2895,2022,7,6,0
2882,1291,2023,7,7,0
2883,1819,2022,6,4,0
2884,474,2020,5,9,0
2885,303,2020,4,4,1
2886,4444,2024,7,5,1
2887,642,2022,5,1,1
2888,3596,2024,7,5,1
2889,784,2019,1,3,0
2890,4091,2018,7,3,1
2891,1986,2019,2,7,0
2892,1775,2024,1,3,1
2893,4823,2022,9,4,1
2894,3918,2024,4,4,1
2895,2076,2018,4,3,1
2896,1527,2024,4,8,0
