employee_id,name,department,role,gender,ethnicity,date_joined,seniority_level,skills,education_level,salary,performance_score
2841,Employee_2841,Engineering,Software Engineer,Female,Black,2020-05-26 04:10:59,Senior,JavaScript,Master's,99344,7
2842,Employee_2842,Finance,HR Manager,Male,Hispanic,2018-01-26 23:10:35,Lead,Python,Diploma,48777,4
2843,Employee_2843,Engineering,Marketing Exec,Non-Binary,Asian,2018-07-12 04:52:20,Junior,Excel,Master's,35502,8
2844,Employee_2844,HR,Software Engineer,Male,Asian,2022-07-22 13:13:56,Lead,JavaScript,Diploma,148448,8
2845,Employee_2845,Engineering,Sales Rep,Other,Other,2021-12-13 02:17:30,Lead,Python,Bachelor's,89172,7
2846,Employee_2846,Sales,Marketing Exec,Male,Mixed,2018-01-12 04:20:07,Lead,Excel,Bachelor's,43557,3
2847,Employee_2847,HR,HR Manager,Female,Black,2023-01-21 06:29:32,Mid,Communication,Bachelor's,68100,9
2848,Employee_2848,Sales,Finance Associate,Female,Other,2024-10-18 16:25:49,Mid,Communication,Bachelor's,101920,8
2849,Employee_2849,Finance,Sales Rep,Male,Black,2024-04-10 12:27:42,Senior,Cloud,Master's,134447,1
2850,Employee_2850,Finance,Sales Rep,Other,Other,2021-01-29 23:37:25,Mid,Excel,Master's,87688,9
2851,Employee_2851,Operations,Software Engineer,Non-Binary,Asian,2023-04-03 00:46:07,Senior,ML,Bachelor's,53162,7
2852,Employee_2852,Sales,Software Engineer,Non-Binary,Other,2024-09-14 22:56:44,Senior,Communication,PhD,141839,4
2853,Employee_2853,Marketing,Data Analyst,Female,Mixed,2024-03-24 07:36:17,Lead,JavaScript,Diploma,93255,5
2854,Employee_2854,Engineering,Software Engineer,Non-Binary,Other,2020-07-11 17:58:09,Junior,ML,Bachelor's,108666,7
2855,Employee_2855,Marketing,HR Manager,Non-Binary,White,2020-07-20 19:12:00,Mid,ML,Bachelor's,64235,8
2856,Employee_2856,Engineering,Marketing Exec,Other,Hispanic,2024-04-01 11:35:23,Junior,Excel,Bachelor's,88881,4
2857,Employee_2857,Operations,Sales Rep,Non-Binary,Other,2019-07-26 09:40:17,Senior,JavaScript,PhD,39097,7
2858,Employee_2858,Operations,Marketing Exec,Male,Other,2019-08-08 07:24:55,Senior,JavaScript,Bachelor's,142074,6
2859,Employee_2859,Finance,Finance Associate,Other,Asian,2018-02-16 19:46:06,Senior,Python,Diploma,124508,9
2860,Employee_2860,Finance,Sales Rep,Male,Hispanic,2023-01-08 00:21:32,Lead,Communication,Diploma,41971,4
2861,Employee_2861,Sales,Sales Rep,Female,Asian,2024-10-13 19:56:21,Junior,Communication,Master's,124210,4
2862,Employee_2862,Finance,Finance Associate,Other,Mixed,2024-11-27 00:45:06,Lead,ML,PhD,69703,3
2863,Employee_2863,Sales,HR Manager,Non-Binary,Black,2020-06-29 12:01:02,Junior,ML,Master's,111533,8
2864,Employee_2864,Engineering,Marketing Exec,Other,White,2018-09-11 08:13:38,Lead,Excel,PhD,43085,8
2865,Employee_2865,Sales,Sales Rep,Female,Hispanic,2019-09-04 19:20:29,Senior,JavaScript,PhD,78046,4
2866,Employee_2866,Marketing,Finance Associate,Male,White,2019-12-07 02:39:54,Mid,Communication,Diploma,84291,3
2867,Employee_2867,Marketing,Sales Rep,Female,Black,2018-02-09 22:26:00,Lead,Python,Bachelor's,74945,6
2868,Employee_2868,Finance,Finance Associate,Other,Asian,2018-08-23 10:27:13,Lead,Communication,Diploma,88687,9
2869,Employee_2869,Operations,Data Analyst,Male,Mixed,2020-02-03 01:57:29,Mid,Communication,Master's,69021,8
2870,Employee_2870,Marketing,Data Analyst,Male,Black,2018-04-24 10:49:58,Mid,Cloud,PhD,103409,7
2871,Employee_2871,Operations,HR Manager,Other,White,2023-01-20 04:24:21,Lead,Cloud,Master's,38525,7
2872,Employee_2872,Finance,HR Manager,Female,White,2024-08-22 20:52:45,Senior,Communication,Diploma,116361,5
2873,Employee_2873,Engineering,HR Manager,Non-Binary,White,2018-01-26 21:25:51,Senior,ML,PhD,83476,2
2874,Employee_2874,Sales,HR Manager,Female,Asian,2023-12-02 20:40:32,Mid,JavaScript,Bachelor's,132634,9
2875,Employee_2875,HR,Marketing Exec,Non-Binary,Other,2019-01-25 12:34:52,Lead,JavaScript,PhD,103079,3
2876,Employee_2876,Marketing,Software Engineer,Female,White,2018-08-09 12:06:01,Junior,Leadership,Master's,100349,9
2877,Employee_2877,Sales,HR Manager,Other,Asian,2021-11-06 19:26:58,Mid,Leadership,Master's,37693,2
2878,Employee_2878,Sales,Data Analyst,Female,White,2023-05-26 20:19:58,Junior,Communication,Master's,44973,1
2879,Employee_2879,Finance,Sales Rep,Female,Hispanic,2021-12-20 00:51:41,Mid,JavaScript,Master's,31622,7
2880,Employee_2880,Finance,Software Engineer,Other,Other,2022-09-24 03:12:36,Lead,Excel,PhD,73419,1
2881,Employee_2881,Sales,Software Engineer,Other,Hispanic,2019-04-23 21:56:43,Senior,ML,PhD,40998,8
2882,Employee_2882,Marketing,Marketing Exec,Male,Other,2018-05-19 20:08:18,Mid,Leadership,Diploma,60594,3
2883,Employee_2883,HR,Finance Associate,Female,Black,2018-07-07 16:16:50,Junior,ML,Diploma,117497,3
2884,Employee_2884,Engineering,Sales Rep,Other,Black,2021-11-01 08:52:36,Lead,Leadership,PhD,47391,9
2885,Employee_2885,Marketing,Sales Rep,Other,Other,2019-08-08 11:33:16,Lead,JavaScript,Diploma,89033,1
2886,Employee_2886,Sales,Software Engineer,Male,Mixed,2021-08-10 02:31:40,Lead,Communication,PhD,131754,7
2887,Employee_2887,Engineering,Marketing Exec,Other,White,2018-03-27 16:58:15,Junior,Communication,Bachelor's,111768,2
2888,Employee_2888,Finance,Marketing Exec,Male,White,2019-09-12 11:23:05,Mid,Cloud,PhD,81936,3
2889,Employee_2889,Sales,Marketing Exec,Other,Asian,2019-01-06 03:48:45,Senior,Communication,Diploma,127002,8
2890,Employee_2890,Sales,HR Manager,Male,Other,2022-11-05 01:00:07,Senior,Leadership,Bachelor's,83801,3
2891,Employee_2891,Marketing,Sales Rep,Female,Black,2020-09-05 23:45:41,Junior,JavaScript,Diploma,78605,2
2892,Employee_2892,Engineering,Finance Associate,Other,Other,2023-12-19 19:30:48,Senior,Communication,PhD,149151,7
2893,Employee_2893,Operations,HR Manager,Other,Hispanic,2022-09-17 23:09:56,Mid,Cloud,Diploma,40139,3
2894,Employee_2894,Operations,Data Analyst,Female,Asian,2021-10-10 02:17:26,Junior,Cloud,PhD,34936,8
2895,Employee_2895,Operations,Finance Associate,Female,Hispanic,2019-05-09 21:59:12,Junior,JavaScript,Diploma,38917,4
2896,Employee_2896,Sales,HR Manager,Female,Asian,2024-03-16 01:57:18,Mid,Python,Diploma,84830,6
2897,Employee_2897,Engineering,Finance Associate,Male,Black,2024-09-02 23:03:43,Lead,Cloud,PhD,95173,8
2898,Employee_2898,Operations,Data Analyst,Other,White,2018-07-09 11:55:28,Mid,JavaScript,Bachelor's,56293,4
2899,Employee_2899,Finance,HR Manager,Other,Other,2021-12-21 20:57:35,Mid,Excel,PhD,52378,5
2900,Employee_2900,Sales,Finance Associate,Non-Binary,White,2019-03-12 09:26:33,Senior,Leadership,PhD,85596,3
2901,Employee_2901,Engineering,Data Analyst,Non-Binary,Black,2019-10-14 16:54:41,Senior,Communication,PhD,54802,4
2902,Employee_2902,Finance,Sales Rep,Other,Other,2020-01-27 05:46:13,Senior,Communication,Master's,51161,8
2903,Employee_2903,HR,Marketing Exec,Male,Hispanic,2020-08-16 02:42:24,Lead,ML,Master's,33414,7
2904,Employee_2904,Engineering,Finance Associate,Male,Mixed,2021-07-12 12:40:08,Mid,Cloud,Diploma,76359,6
2905,Employee_2905,Operations,Data Analyst,Non-Binary,Mixed,2018-12-23 16:17:57,Senior,Leadership,Master's,95775,5
2906,Employee_2906,Operations,Sales Rep,Non-Binary,Black,2022-03-18 01:06:47,Lead,JavaScript,Bachelor's,38167,9
2907,Employee_2907,Sales,Marketing Exec,Non-Binary,Asian,2023-03-11 17:33:13,Senior,Python,PhD,32167,4
2908,Employee_2908,HR,Data Analyst,Non-Binary,White,2021-04-22 04:59:05,Mid,Communication,Bachelor's,75514,3
2909,Employee_2909,Sales,Sales Rep,Non-Binary,Hispanic,2023-01-02 13:59:39,Mid,ML,PhD,143536,6
2910,Employee_2910,Marketing,Sales Rep,Female,Mixed,2024-08-12 07:55:13,Mid,JavaScript,Bachelor's,131352,2
2911,Employee_2911,HR,Sales Rep,Other,White,2018-08-15 21:57:30,Junior,ML,Master's,135863,9
2912,Employee_2912,Operations,Software Engineer,Other,Black,2021-08-31 16:43:35,Mid,Python,PhD,61261,6
2913,Employee_2913,Operations,Data Analyst,Non-Binary,White,2022-11-04 03:39:32,Mid,JavaScript,Master's,126778,3
2914,Employee_2914,Marketing,HR Manager,Other,Other,2024-08-11 20:07:57,Senior,Communication,Master's,102661,2
2915,Employee_2915,HR,HR Manager,Other,Mixed,2020-03-11 04:23:08,Junior,JavaScript,PhD,83147,9
2916,Employee_2916,Finance,HR Manager,Female,Hispanic,2022-08-09 07:59:45,Senior,Communication,Bachelor's,79026,3
2917,Employee_2917,HR,HR Manager,Female,Asian,2022-10-20 22:14:34,Lead,Excel,Diploma,29595,6
2918,Employee_2918,Finance,Sales Rep,Male,Asian,2019-03-23 05:28:13,Lead,Communication,Master's,130038,9
2919,Employee_2919,Operations,Sales Rep,Male,Other,2024-03-01 09:47:31,Junior,ML,Master's,94591,3
2920,Employee_2920,Operations,Software Engineer,Non-Binary,Other,2019-06-28 19:23:34,Mid,Python,PhD,54928,9
2921,Employee_2921,HR,Software Engineer,Male,White,2021-02-20 04:49:39,Junior,JavaScript,PhD,82534,2
2922,Employee_2922,Operations,Software Engineer,Non-Binary,Asian,2021-01-05 01:53:13,Mid,Excel,Bachelor's,94204,4
2923,Employee_2923,Sales,Marketing Exec,Male,Mixed,2018-07-24 06:37:21,Lead,Excel,Master's,131107,3
2924,Employee_2924,Sales,Finance Associate,Other,Hispanic,2018-09-25 05:59:26,Lead,Excel,Diploma,136018,7
2925,Employee_2925,Sales,HR Manager,Other,Asian,2024-07-08 20:31:26,Junior,ML,Master's,61425,4
2926,Employee_2926,Marketing,Finance Associate,Male,Asian,2019-11-19 03:42:55,Senior,Communication,Bachelor's,106897,4
2927,Employee_2927,Engineering,HR Manager,Other,Black,2024-10-21 16:22:55,Lead,Leadership,Diploma,41882,1
2928,Employee_2928,Finance,HR Manager,Other,Asian,2019-11-29 01:56:01,Junior,Excel,PhD,72320,3
2929,Employee_2929,Operations,HR Manager,Non-Binary,Asian,2018-07-24 14:11:39,Junior,Python,PhD,83719,5
2930,Employee_2930,Finance,Software Engineer,Other,Mixed,2019-05-17 17:29:14,Lead,Python,PhD,134856,5
2931,Employee_2931,HR,Sales Rep,Male,Asian,2024-08-21 18:55:32,Mid,Leadership,Bachelor's,148952,4
2932,Employee_2932,Marketing,Marketing Exec,Other,Black,2023-07-10 01:54:39,Senior,JavaScript,PhD,78426,7
2933,Employee_2933,Finance,HR Manager,Non-Binary,Black,2024-10-06 10:21:19,Senior,Python,Diploma,132185,4
2934,Employee_2934,Operations,HR Manager,Male,Other,2019-11-30 07:57:04,Mid,Communication,PhD,143295,7
2935,Employee_2935,Engineering,HR Manager,Non-Binary,Black,2024-03-22 04:46:26,Lead,Leadership,Bachelor's,28348,6
2936,Employee_2936,Sales,Data Analyst,Other,Asian,2021-05-14 12:03:04,Lead,Leadership,Master's,129857,6
2937,Employee_2937,Marketing,HR Manager,Other,Other,2018-09-12 20:02:00,Mid,Communication,Master's,68600,5
2938,Employee_2938,HR,Software Engineer,Other,White,2018-10-19 02:48:06,Lead,Leadership,Diploma,69178,8
2939,Employee_2939,Operations,Software Engineer,Female,White,2018-11-06 20:04:12,Senior,Excel,Bachelor's,129130,9
2940,Employee_2940,Marketing,Finance Associate,Non-Binary,Mixed,2023-10-29 22:57:24,Junior,Communication,PhD,81780,9
2941,Employee_2941,Operations,Sales Rep,Male,White,2020-09-07 15:25:21,Senior,Communication,PhD,41961,6
2942,Employee_2942,HR,Sales Rep,Other,Mixed,2022-06-12 06:59:45,Senior,Excel,Master's,123216,5
2943,Employee_2943,HR,Software Engineer,Female,Mixed,2019-11-19 18:01:43,Senior,JavaScript,PhD,74215,1
2944,Employee_2944,Engineering,Finance Associate,Female,Other,2020-03-15 08:05:35,Lead,Communication,Master's,99092,3
2945,Employee_2945,Marketing,Marketing Exec,Non-Binary,Black,2019-03-17 00:15:30,Mid,Communication,Master's,149383,8
2946,Employee_2946,Engineering,Data Analyst,Other,Hispanic,2018-11-16 15:02:46,Lead,ML,PhD,31560,1
2947,Employee_2947,Engineering,Software Engineer,Non-Binary,Mixed,2022-08-01 18:22:52,Mid,JavaScript,Master's,143303,1
2948,Employee_2948,Engineering,HR Manager,Other,Asian,2019-11-27 13:40:46,Junior,Excel,Master's,37905,8
2949,Employee_2949,Sales,Marketing Exec,Other,Black,2024-07-28 09:29:00,Junior,ML,Bachelor's,120732,7
2950,Employee_2950,Finance,HR Manager,Other,Asian,2024-06-15 10:02:13,Senior,Cloud,PhD,73792,2
2951,Employee_2951,HR,Finance Associate,Female,Asian,2021-03-28 23:53:54,Mid,ML,Bachelor's,77667,6
2952,Employee_2952,Engineering,Finance Associate,Non-Binary,White,2022-01-08 07:31:01,Senior,JavaScript,PhD,98090,9
2953,Employee_2953,Finance,Data Analyst,Non-Binary,Asian,2020-10-03 08:07:08,Lead,Communication,PhD,49425,8
2954,Employee_2954,Finance,Marketing Exec,Non-Binary,Other,2020-08-18 18:21:23,Mid,Excel,PhD,38106,6
2955,Employee_2955,Finance,Finance Associate,Male,Mixed,2022-11-28 22:39:44,Senior,JavaScript,PhD,117166,2
2956,Employee_2956,Engineering,HR Manager,Male,Asian,2021-12-30 22:54:51,Lead,ML,Diploma,61464,3
2957,Employee_2957,Finance,Sales Rep,Female,Asian,2024-06-17 09:00:39,Junior,Python,Diploma,26212,3
2958,Employee_2958,Engineering,Software Engineer,Female,White,2019-04-04 15:07:52,Senior,Excel,Master's,70848,9
2959,Employee_2959,Marketing,Software Engineer,Female,Asian,2022-09-12 09:58:58,Mid,Python,Bachelor's,55550,9
2960,Employee_2960,HR,Sales Rep,Non-Binary,Mixed,2022-03-24 09:47:38,Mid,Cloud,Bachelor's,96933,5
2961,Employee_2961,Operations,Marketing Exec,Non-Binary,Mixed,2020-03-09 11:14:08,Lead,Cloud,Master's,86019,5
2962,Employee_2962,Engineering,Marketing Exec,Other,Asian,2023-03-25 15:08:16,Senior,Communication,Bachelor's,75695,8
2963,Employee_2963,HR,Finance Associate,Non-Binary,Mixed,2024-06-04 20:45:04,Junior,JavaScript,Diploma,131225,3
2964,Employee_2964,Engineering,Software Engineer,Female,Other,2019-01-20 11:56:09,Senior,Leadership,Bachelor's,128934,9
2965,Employee_2965,Sales,Sales Rep,Female,Other,2022-02-25 20:44:02,Senior,Communication,PhD,44170,5
2966,Employee_2966,Marketing,Data Analyst,Other,Mixed,2018-01-07 16:26:33,Mid,Leadership,PhD,77221,9
2967,Employee_2967,HR,Sales Rep,Male,White,2021-12-06 15:03:20,Lead,Leadership,PhD,126144,9
2968,Employee_2968,HR,Data Analyst,Non-Binary,Black,2024-02-29 15:54:17,Mid,JavaScript,PhD,146053,4
2969,Employee_2969,Finance,Sales Rep,Non-Binary,Other,2023-06-10 08:42:45,Junior,ML,Master's,120678,2
2970,Employee_2970,Engineering,Sales Rep,Male,Black,2023-02-27 04:45:08,Senior,Communication,Master's,144199,7
2971,Employee_2971,Engineering,Sales Rep,Female,Hispanic,2018-01-03 03:11:44,Junior,Python,Diploma,119435,1
2972,Employee_2972,Operations,Sales Rep,Female,Black,2024-01-08 21:33:40,Lead,ML,Diploma,112967,7
2973,Employee_2973,Finance,Sales Rep,Female,Other,2023-12-12 05:19:57,Lead,JavaScript,Diploma,56284,1
2974,Employee_2974,Finance,Sales Rep,Non-Binary,Other,2020-04-25 19:07:18,Senior,ML,Master's,116416,5
2975,Employee_2975,Operations,Data Analyst,Male,Asian,2018-06-04 11:11:43,Lead,Leadership,Bachelor's,79809,1
2976,Employee_2976,Finance,Data Analyst,Male,Mixed,2020-11-03 20:27:30,Junior,Python,PhD,48559,8
2977,Employee_2977,Finance,Finance Associate,Female,Black,2019-12-04 05:01:09,Senior,Excel,Bachelor's,49772,1
2978,Employee_2978,Marketing,Sales Rep,Non-Binary,White,2022-12-28 13:09:14,Lead,JavaScript,PhD,45458,6
2979,Employee_2979,Sales,HR Manager,Male,Hispanic,2018-01-30 19:45:53,Junior,Excel,Diploma,41257,1
2980,Employee_2980,HR,Data Analyst,Non-Binary,Asian,2019-12-25 14:39:02,Senior,ML,PhD,56890,2
2981,Employee_2981,Operations,Finance Associate,Other,Black,2023-08-04 15:11:59,Lead,Cloud,Bachelor's,129386,4
2982,Employee_2982,Marketing,Data Analyst,Female,Mixed,2024-10-20 01:02:48,Mid,Cloud,Bachelor's,137331,8
2983,Employee_2983,Sales,Data Analyst,Female,White,2018-03-31 16:58:01,Senior,Communication,Diploma,133006,3
2984,Employee_2984,Marketing,Sales Rep,Other,Other,2018-02-17 16:36:40,Senior,Cloud,Diploma,32903,8
2985,Employee_2985,Marketing,HR Manager,Male,Black,2019-07-29 17:30:44,Mid,JavaScript,Bachelor's,130669,7
2986,Employee_2986,Finance,Data Analyst,Female,Mixed,2023-08-03 19:18:55,Lead,ML,Diploma,140958,6
2987,Employee_2987,Sales,Finance Associate,Male,Black,2024-01-26 18:16:39,Senior,Leadership,Master's,128175,1
2988,Employee_2988,Sales,Sales Rep,Female,Asian,2022-06-25 06:15:36,Junior,Leadership,Diploma,93794,6
2989,Employee_2989,Operations,Finance Associate,Other,Hispanic,2021-11-03 12:31:49,Lead,JavaScript,Bachelor's,98860,6
2990,Employee_2990,Finance,Software Engineer,Other,Mixed,2021-11-16 04:43:07,Senior,Python,Master's,62708,8
2991,Employee_2991,Finance,Marketing Exec,Male,Hispanic,2023-04-05 12:26:59,Junior,ML,Bachelor's,105030,6
2992,Employee_2992,Marketing,Data Analyst,Female,Hispanic,2024-03-15 05:59:31,Mid,Communication,Master's,114484,2
2993,Employee_2993,Engineering,Sales Rep,Female,Other,2021-08-03 02:41:06,Junior,JavaScript,Diploma,93725,3
2994,Employee_2994,Operations,Data Analyst,Non-Binary,White,2021-06-06 06:43:55,Lead,Cloud,Diploma,54056,2
2995,Employee_2995,Operations,Finance Associate,Non-Binary,Mixed,2021-06-12 17:40:56,Mid,Communication,Bachelor's,61397,3
2996,Employee_2996,Marketing,Data Analyst,Female,White,2023-10-16 03:31:53,Junior,Communication,Master's,110123,1
2997,Employee_2997,Marketing,Sales Rep,Male,Other,2023-10-16 08:08:42,Lead,Python,Bachelor's,135965,7
2998,Employee_2998,HR,Finance Associate,Other,Hispanic,2019-03-31 17:14:38,Mid,Cloud,PhD,72507,5
2999,Employee_2999,Marketing,Software Engineer,Female,Asian,2023-01-15 00:45:30,Lead,Excel,Diploma,87812,9
3000,Employee_3000,Finance,Sales Rep,Non-Binary,Asian,2022-01-14 13:21:25,Senior,ML,Bachelor's,99783,7
3001,Employee_3001,Marketing,Data Analyst,Other,Black,2024-07-16 18:52:55,Lead,Excel,Bachelor's,100872,1
3002,Employee_3002,Operations,Sales Rep,Male,Black,2023-08-07 09:43:09,Junior,Excel,PhD,53543,1
3003,Employee_3003,Engineering,Sales Rep,Female,Mixed,2021-08-13 11:10:25,Lead,Python,PhD,47093,2
3004,Employee_3004,Engineering,Software Engineer,Female,Asian,2023-03-28 12:47:26,Lead,Leadership,Master's,58650,7
3005,Employee_3005,Finance,Software Engineer,Other,Hispanic,2024-06-26 22:20:51,Mid,Communication,PhD,101162,7
3006,Employee_3006,Engineering,Marketing Exec,Other,Asian,2019-08-06 10:42:22,Lead,Communication,Master's,128219,9
3007,Employee_3007,Marketing,Finance Associate,Non-Binary,Mixed,2021-10-25 16:51:29,Lead,ML,Bachelor's,102578,3
3008,Employee_3008,Engineering,Software Engineer,Male,Black,2018-04-08 20:24:42,Senior,Python,PhD,117936,3
3009,Employee_3009,Marketing,Finance Associate,Other,Other,2024-01-08 15:03:54,Senior,JavaScript,Master's,92768,8
3010,Employee_3010,Sales,Marketing Exec,Male,Black,2018-07-13 14:30:42,Mid,Communication,Bachelor's,126309,6
3011,Employee_3011,HR,Finance Associate,Male,Other,2024-12-31 16:29:37,Mid,ML,Master's,42591,3
3012,Employee_3012,Operations,Sales Rep,Female,White,2023-10-09 02:28:24,Junior,JavaScript,Bachelor's,59685,8
3013,Employee_3013,Sales,Marketing Exec,Other,Other,2019-10-07 08:58:00,Mid,Cloud,Master's,55770,3
3014,Employee_3014,Finance,Data Analyst,Other,Black,2021-12-13 10:08:21,Lead,Excel,Diploma,27779,6
3015,Employee_3015,HR,Marketing Exec,Non-Binary,Hispanic,2020-03-31 18:42:03,Senior,Python,Bachelor's,35241,1
3016,Employee_3016,Engineering,Marketing Exec,Female,Mixed,2018-12-20 16:18:30,Mid,Leadership,Bachelor's,38388,4
3017,Employee_3017,Finance,Marketing Exec,Other,Black,2021-05-04 10:36:45,Junior,JavaScript,Master's,28042,6
3018,Employee_3018,Marketing,HR Manager,Other,Black,2024-01-22 12:50:44,Lead,Communication,Bachelor's,94086,5
3019,Employee_3019,HR,Software Engineer,Non-Binary,Other,2024-08-08 09:53:13,Junior,Cloud,Master's,138514,4
3020,Employee_3020,Operations,Finance Associate,Non-Binary,Hispanic,2023-04-07 16:09:52,Junior,ML,Bachelor's,141173,1
3021,Employee_3021,Operations,Sales Rep,Male,Black,2018-10-16 13:18:43,Junior,ML,PhD,29494,4
3022,Employee_3022,HR,Finance Associate,Female,Hispanic,2018-09-05 00:07:40,Junior,Cloud,PhD,135404,1
3023,Employee_3023,HR,HR Manager,Male,Black,2024-01-25 13:50:59,Lead,Python,Master's,26062,4
3024,Employee_3024,HR,Data Analyst,Non-Binary,Hispanic,2024-11-22 13:01:33,Lead,Excel,Diploma,127945,3
3025,Employee_3025,Engineering,Sales Rep,Other,Black,2024-12-03 20:14:31,Junior,Communication,PhD,99469,7
3026,Employee_3026,Sales,Software Engineer,Other,Mixed,2021-04-19 01:02:12,Lead,Excel,PhD,147538,6
3027,Employee_3027,Sales,Software Engineer,Non-Binary,White,2021-10-26 05:13:50,Mid,Python,Bachelor's,146082,6
3028,Employee_3028,Sales,Software Engineer,Male,White,2023-06-07 16:46:58,Lead,Python,Diploma,104937,3
3029,Employee_3029,Operations,Software Engineer,Male,Asian,2021-07-12 09:45:52,Lead,Excel,Diploma,42836,6
3030,Employee_3030,Operations,HR Manager,Non-Binary,White,2019-03-06 06:25:18,Junior,Leadership,Diploma,42760,3
3031,Employee_3031,Engineering,Finance Associate,Other,Hispanic,2021-12-01 21:34:24,Lead,JavaScript,Diploma,41766,7
3032,Employee_3032,Finance,Data Analyst,Female,Hispanic,2019-06-27 03:45:08,Mid,JavaScript,Diploma,54722,2
3033,Employee_3033,Operations,Sales Rep,Male,Other,2024-03-22 16:51:19,Lead,Python,Diploma,25066,9
3034,Employee_3034,Finance,Sales Rep,Female,White,2020-07-08 04:28:56,Mid,JavaScript,PhD,146533,2
3035,Employee_3035,Finance,Data Analyst,Other,Other,2020-12-09 07:40:09,Lead,JavaScript,Master's,45287,1
3036,Employee_3036,Finance,Data Analyst,Non-Binary,Hispanic,2023-08-05 16:25:07,Senior,Leadership,Master's,103323,4
3037,Employee_3037,Operations,HR Manager,Male,Mixed,2022-08-26 09:51:07,Lead,Leadership,Diploma,133417,8
3038,Employee_3038,Marketing,HR Manager,Male,Hispanic,2018-01-11 05:54:26,Mid,Cloud,Bachelor's,111770,7
3039,Employee_3039,Finance,Marketing Exec,Other,Other,2024-07-24 14:52:10,Mid,ML,PhD,26435,6
3040,Employee_3040,Sales,HR Manager,Non-Binary,Mixed,2022-01-13 17:29:59,Mid,Excel,Bachelor's,124957,7
3041,Employee_3041,Marketing,Software Engineer,Male,Mixed,2019-11-29 13:57:21,Junior,Leadership,PhD,104837,4
3042,Employee_3042,Engineering,Finance Associate,Other,Mixed,2018-05-27 20:24:33,Mid,ML,PhD,64592,8
3043,Employee_3043,Sales,Data Analyst,Male,Black,2020-04-11 21:50:12,Lead,ML,PhD,46873,4
3044,Employee_3044,Marketing,HR Manager,Female,Asian,2021-04-20 04:43:53,Senior,Cloud,Bachelor's,82942,8
3045,Employee_3045,Marketing,Finance Associate,Male,Other,2024-01-11 22:37:45,Mid,Python,Bachelor's,34824,5
3046,Employee_3046,HR,Software Engineer,Other,Hispanic,2021-01-24 18:53:04,Junior,Cloud,Diploma,83803,9
3047,Employee_3047,Finance,HR Manager,Female,Black,2021-08-18 05:55:20,Lead,Python,PhD,116917,7
3048,Employee_3048,Operations,HR Manager,Male,Other,2020-09-12 04:04:01,Mid,Python,Master's,98788,6
3049,Employee_3049,HR,Finance Associate,Male,Asian,2024-04-25 13:51:58,Junior,ML,PhD,102773,2
3050,Employee_3050,Sales,Sales Rep,Non-Binary,Black,2020-01-22 10:03:53,Junior,Leadership,Master's,63961,6
3051,Employee_3051,Marketing,Sales Rep,Non-Binary,Hispanic,2022-02-26 10:29:20,Junior,Communication,Diploma,28596,1
3052,Employee_3052,Engineering,Software Engineer,Male,Other,2018-05-14 19:50:32,Mid,ML,Diploma,95851,2
3053,Employee_3053,Operations,HR Manager,Female,Mixed,2023-12-15 16:45:48,Mid,Cloud,Diploma,81689,5
3054,Employee_3054,Engineering,Finance Associate,Non-Binary,Black,2019-07-27 16:16:33,Mid,ML,PhD,132794,7
3055,Employee_3055,Marketing,Software Engineer,Non-Binary,Asian,2023-03-06 03:02:00,Senior,Cloud,PhD,43647,1
3056,Employee_3056,Engineering,HR Manager,Non-Binary,Asian,2022-12-26 13:35:25,Senior,ML,Master's,112331,2
3057,Employee_3057,HR,Sales Rep,Other,Asian,2020-11-18 15:42:04,Lead,JavaScript,Master's,118509,4
3058,Employee_3058,Engineering,HR Manager,Male,Other,2018-07-17 12:04:23,Lead,Cloud,Bachelor's,90291,9
3059,Employee_3059,HR,Data Analyst,Female,Black,2023-11-15 17:15:34,Junior,Leadership,Master's,135408,8
3060,Employee_3060,Finance,Marketing Exec,Female,Asian,2024-04-13 16:51:22,Senior,Leadership,Diploma,35764,9
3061,Employee_3061,Operations,Software Engineer,Male,White,2019-02-27 03:35:12,Mid,JavaScript,PhD,113599,4
3062,Employee_3062,Engineering,Finance Associate,Non-Binary,Other,2020-11-27 06:58:59,Lead,Python,Bachelor's,74325,7
3063,Employee_3063,HR,Data Analyst,Female,Asian,2018-07-06 06:36:14,Mid,ML,PhD,78006,3
3064,Employee_3064,Marketing,HR Manager,Other,Asian,2023-10-14 22:50:50,Mid,ML,Diploma,141141,8
3065,Employee_3065,Sales,Finance Associate,Other,Black,2021-05-19 01:47:27,Senior,Python,Diploma,36121,7
3066,Employee_3066,Marketing,Data Analyst,Female,Hispanic,2019-03-09 15:34:30,Lead,Excel,Diploma,101381,8
3067,Employee_3067,HR,Data Analyst,Other,Black,2019-10-11 01:07:01,Junior,Communication,Bachelor's,91143,9
3068,Employee_3068,Operations,Sales Rep,Male,Black,2019-04-26 01:29:36,Lead,Cloud,PhD,39303,6
3069,Employee_3069,Finance,Sales Rep,Other,White,2024-09-21 16:03:34,Lead,Communication,Master's,98697,4
3070,Employee_3070,Finance,Marketing Exec,Other,Hispanic,2018-09-27 06:52:15,Lead,Excel,PhD,119242,3
3071,Employee_3071,Operations,Sales Rep,Female,Black,2021-07-29 17:19:57,Senior,Python,PhD,113977,3
3072,Employee_3072,Sales,Data Analyst,Other,White,2019-12-30 11:59:10,Lead,Excel,Bachelor's,82298,6
