hire_id,candidate_id,department,role,required_skills,years_experience_required,salary_offer,gender,ethnicity,hired,interview_score,date_posted,date_hired
2935,91835,HR,HR Manager,JavaScript,2,104018,Female,Hispanic,1,9,2019-06-18 15:43:11,2023-10-27 12:14:01
2936,40090,HR,Marketing Exec,JavaScript,2,117217,Other,Black,0,1,2022-03-07 11:21:52,2018-12-25 13:18:43
2937,97489,Marketing,Software Engineer,Communication,9,30456,Male,Asian,1,3,2020-10-03 07:23:13,2020-12-21 13:31:21
2938,62142,Sales,Software Engineer,Leadership,0,28413,Non-Binary,White,1,5,2023-05-13 14:33:45,2020-09-08 08:15:55
2939,36475,Operations,Sales Rep,Cloud,7,32085,Non-Binary,Asian,0,4,2018-04-28 14:54:19,2018-01-27 14:21:04
2940,28888,HR,HR Manager,Excel,1,52937,Other,White,1,1,2021-05-28 17:28:58,2022-10-16 13:06:34
2941,53732,HR,Software Engineer,JavaScript,0,45563,Other,Mixed,0,4,2023-08-31 06:49:09,2019-08-16 23:05:21
2942,91623,Marketing,Data Analyst,Python,6,99868,Male,Hispanic,1,4,2020-04-22 08:01:21,2019-03-03 16:31:28
2943,56305,Marketing,Sales Rep,Leadership,8,62575,Female,Mixed,0,4,2022-06-09 14:40:46,2021-04-13 01:38:29
2944,56037,Sales,Sales Rep,Communication,5,32386,Female,Mixed,0,3,2022-02-16 22:21:35,2019-01-14 16:40:16
2945,19346,Operations,Software Engineer,Communication,7,116873,Non-Binary,White,1,7,2020-05-27 22:53:00,2020-09-15 08:52:50
2946,10587,Engineering,Sales Rep,Leadership,7,84150,Male,Black,0,1,2024-04-19 12:40:47,2024-02-29 17:24:49
2947,22763,Sales,Finance Associate,JavaScript,8,54572,Non-Binary,Hispanic,1,2,2021-08-12 15:00:17,2023-10-30 07:25:05
2948,69165,Engineering,HR Manager,Excel,6,60271,Non-Binary,Other,1,1,2019-01-03 23:15:31,2023-12-14 08:36:51
2949,79615,Finance,Finance Associate,JavaScript,8,74810,Male,Mixed,1,4,2024-12-18 02:22:20,2023-05-24 02:44:18
2950,46116,HR,Marketing Exec,Leadership,8,89260,Other,Asian,1,5,2020-10-24 12:41:17,2021-11-08 15:05:15
2951,95751,Operations,Finance Associate,ML,0,101566,Non-Binary,Hispanic,1,5,2021-05-05 15:52:39,2019-09-15 07:21:25
2952,35556,Sales,Data Analyst,JavaScript,5,38138,Other,Black,1,2,2022-09-29 12:30:37,2022-07-14 16:47:11
2953,69042,HR,Sales Rep,Cloud,7,72369,Female,Hispanic,1,3,2021-05-22 16:00:55,2018-06-15 08:46:51
2954,28099,Operations,Sales Rep,Leadership,9,40646,Non-Binary,Other,1,4,2021-03-12 21:49:34,2018-01-24 07:36:42
2955,55096,Operations,Data Analyst,Cloud,8,53812,Male,Other,1,6,2024-12-28 08:46:11,2018-02-11 05:56:25
2956,81986,Operations,Sales Rep,Leadership,3,113958,Other,Mixed,1,6,2018-01-05 13:34:50,2018-01-27 22:56:50
2957,23230,HR,Finance Associate,ML,1,101181,Female,Asian,1,2,2023-10-01 09:16:18,2023-08-19 03:53:56
2958,39009,Sales,Marketing Exec,Cloud,8,39628,Female,Mixed,0,2,2018-02-12 21:44:06,2024-02-27 11:18:48
2959,80969,Marketing,Software Engineer,Cloud,8,49486,Non-Binary,Black,1,9,2018-05-12 13:11:58,2020-04-16 20:43:35
2960,43866,HR,Data Analyst,Python,7,112945,Female,White,1,2,2018-10-29 00:16:15,2023-05-18 08:35:57
2961,94246,Operations,Finance Associate,Communication,2,64266,Male,Other,1,2,2023-01-02 12:05:42,2021-03-08 23:02:22
2962,86975,Sales,Finance Associate,Cloud,4,113268,Non-Binary,Asian,0,3,2022-06-19 10:14:40,2024-03-28 14:50:19
2963,51855,Finance,Finance Associate,Communication,1,71557,Female,Other,1,9,2023-02-23 12:34:50,2023-05-01 23:40:55
2964,91557,Engineering,Software Engineer,Leadership,2,109961,Male,Black,1,6,2024-01-31 13:48:18,2018-03-06 22:09:37
2965,16416,Operations,HR Manager,Excel,0,102731,Other,Black,0,6,2024-09-07 19:58:45,2018-02-24 08:11:20
2966,82516,Finance,Sales Rep,JavaScript,3,109258,Other,Other,1,5,2024-01-23 05:16:06,2018-07-22 23:45:04
2967,65915,Marketing,Sales Rep,Python,4,41494,Non-Binary,Mixed,1,7,2020-07-28 13:26:31,2020-01-28 20:07:30
2968,28058,Operations,Marketing Exec,Leadership,1,46571,Male,Other,0,4,2018-01-02 06:49:56,2019-06-27 23:41:39
2969,86637,Finance,HR Manager,ML,2,59486,Female,Mixed,1,3,2023-03-04 00:04:34,2021-04-25 08:55:01
2970,50718,Operations,Sales Rep,Excel,5,113436,Non-Binary,Other,1,7,2020-12-19 00:55:58,2019-10-08 18:00:58
2971,42602,HR,Marketing Exec,Python,5,86635,Non-Binary,Mixed,1,1,2020-10-07 05:37:53,2018-08-30 01:05:55
2972,84658,Sales,Marketing Exec,Python,6,25125,Female,White,1,6,2019-11-19 11:30:55,2022-11-26 23:46:20
2973,88112,Finance,Finance Associate,Leadership,8,73814,Male,Hispanic,1,2,2018-09-08 17:55:35,2023-05-10 17:00:26
2974,68067,Sales,Data Analyst,ML,3,44318,Female,Hispanic,0,2,2021-02-02 22:33:17,2023-02-20 10:27:58
2975,37516,HR,Finance Associate,ML,4,87363,Other,Mixed,1,8,2023-08-20 00:12:55,2018-05-06 23:10:41
2976,97969,HR,Software Engineer,Communication,1,68162,Non-Binary,Mixed,0,3,2021-04-18 00:20:28,2019-08-07 08:35:30
2977,11089,Sales,Sales Rep,JavaScript,5,32590,Other,White,1,9,2023-10-02 01:33:54,2019-01-29 00:49:22
2978,47346,Finance,Marketing Exec,Leadership,3,59850,Non-Binary,Hispanic,0,4,2022-07-10 03:25:21,2023-01-16 06:44:21
2979,84663,Sales,Data Analyst,Excel,4,37134,Female,White,1,6,2019-05-13 01:03:08,2018-03-30 11:06:22
2980,20487,Sales,Sales Rep,JavaScript,6,50230,Male,Black,0,1,2024-04-10 08:10:29,2022-12-27 21:24:04
2981,10155,Engineering,Marketing Exec,Excel,5,40058,Female,Other,1,3,2018-11-22 17:15:37,2023-11-02 11:30:21
2982,77494,Finance,Marketing Exec,Python,7,104837,Other,Hispanic,1,4,2018-01-24 23:33:51,2019-03-07 02:37:56
2983,86229,Engineering,Finance Associate,Cloud,5,52039,Male,Mixed,1,5,2022-08-24 07:07:00,2023-12-31 10:48:29
2984,48547,Operations,Data Analyst,Cloud,9,90820,Male,Asian,0,1,2020-12-01 01:11:28,2018-10-10 23:37:35
2985,38795,Sales,Data Analyst,Leadership,7,63334,Non-Binary,Black,1,4,2024-08-16 17:45:37,2022-05-29 07:44:42
2986,65296,Operations,Sales Rep,ML,3,68525,Male,Other,0,5,2021-09-20 21:31:36,2020-12-09 12:02:59
2987,31447,Finance,Marketing Exec,ML,6,109194,Non-Binary,Asian,1,4,2020-02-20 13:18:33,2023-07-26 00:19:56
2988,46598,Sales,Data Analyst,Python,2,53443,Male,White,1,7,2021-01-29 09:19:38,2020-08-07 11:06:39
2989,51814,Operations,Data Analyst,Python,0,28972,Male,Other,1,8,2019-09-19 16:04:41,2020-11-15 10:15:08
2990,85330,Marketing,Sales Rep,Excel,8,89936,Non-Binary,White,0,8,2023-08-10 22:59:35,2019-09-30 05:26:59
2991,97960,HR,Finance Associate,Python,8,116703,Male,White,1,3,2021-05-27 09:33:59,2020-09-15 13:11:36
2992,73278,Sales,HR Manager,Leadership,5,104215,Female,Mixed,1,5,2021-03-31 10:53:34,2019-08-23 06:11:34
2993,65077,HR,Software Engineer,Excel,1,54519,Male,White,1,8,2021-01-06 22:33:08,2018-12-07 05:49:16
2994,81906,Engineering,HR Manager,JavaScript,7,116240,Other,Asian,0,7,2023-09-22 14:16:39,2018-10-18 00:15:40
2995,19528,Operations,Data Analyst,ML,9,104914,Non-Binary,Black,1,9,2021-04-02 17:37:21,2024-02-04 06:50:03
2996,60100,Engineering,Marketing Exec,ML,5,100864,Non-Binary,Mixed,0,7,2020-03-05 09:21:21,2021-07-30 16:28:35
2997,18179,Sales,Software Engineer,Cloud,6,80881,Female,Black,0,2,2023-07-04 04:32:11,2021-11-18 09:29:46
2998,58781,HR,Software Engineer,Cloud,0,49732,Other,White,0,4,2024-06-02 23:04:07,2023-01-18 18:57:02
2999,65267,HR,Marketing Exec,Leadership,2,42673,Male,Hispanic,1,8,2021-12-30 01:33:07,2023-12-19 14:48:31
3000,92379,Operations,Software Engineer,ML,0,100909,Female,Other,0,9,2018-04-15 21:56:07,2023-01-10 21:23:12
3001,33952,Sales,Marketing Exec,Leadership,9,30720,Male,Mixed,1,7,2021-07-14 16:38:26,2022-01-24 04:42:48
3002,63798,Marketing,Software Engineer,JavaScript,0,84115,Female,White,0,5,2018-08-30 00:46:31,2020-04-15 09:47:36
3003,60939,Marketing,Sales Rep,JavaScript,0,76940,Non-Binary,Mixed,1,1,2019-09-11 00:10:19,2021-07-10 20:17:05
3004,39516,Operations,Sales Rep,Communication,3,30153,Other,Hispanic,1,9,2021-05-24 12:46:25,2024-07-19 04:33:07
3005,66526,Sales,HR Manager,Excel,6,96762,Non-Binary,Asian,0,6,2020-07-02 06:15:12,2020-08-19 09:06:36
3006,20449,Operations,Software Engineer,Cloud,6,93512,Female,Asian,1,2,2022-07-08 15:12:45,2020-09-07 01:12:35
3007,60290,Sales,Finance Associate,Excel,4,63019,Male,Other,1,2,2021-12-03 00:45:33,2021-09-15 01:55:07
3008,96661,Engineering,Marketing Exec,Cloud,5,109833,Other,Asian,1,1,2022-08-11 14:10:05,2023-09-04 07:33:47
3009,82954,Operations,Software Engineer,Communication,1,41587,Male,Hispanic,1,4,2018-01-19 20:11:19,2020-04-12 05:37:21
3010,32746,Sales,Sales Rep,ML,4,43206,Non-Binary,Black,1,2,2024-01-24 22:27:04,2020-08-11 02:09:49
3011,77990,Marketing,Sales Rep,Leadership,6,116471,Male,Hispanic,1,9,2021-02-27 14:13:29,2018-09-25 16:38:36
3012,68810,Sales,Marketing Exec,Excel,8,35736,Female,Hispanic,1,2,2023-12-01 03:47:35,2020-03-18 01:35:35
3013,93297,Sales,Finance Associate,Cloud,5,31971,Other,White,1,9,2019-02-26 12:41:53,2019-07-04 07:18:29
3014,25223,Operations,Software Engineer,Excel,9,81577,Other,Asian,1,1,2020-01-22 11:53:04,2018-03-26 18:20:38
3015,82237,Engineering,Software Engineer,ML,3,100043,Other,Mixed,1,7,2022-10-08 21:24:22,2024-02-29 11:55:26
3016,12597,Engineering,Finance Associate,Leadership,2,50724,Female,Other,0,6,2019-01-27 23:43:40,2022-08-01 12:08:53
3017,75677,Engineering,Finance Associate,Python,8,112702,Male,Black,0,6,2020-09-12 16:16:47,2021-06-23 05:03:22
3018,12659,Engineering,Finance Associate,Cloud,6,103694,Other,Mixed,1,2,2023-12-03 11:00:59,2018-02-05 02:17:43
3019,96516,Finance,Sales Rep,Python,5,116310,Non-Binary,White,1,1,2018-02-25 08:36:44,2019-01-26 02:14:51
3020,84567,Operations,Marketing Exec,Communication,6,80155,Non-Binary,White,0,8,2021-02-02 16:22:42,2021-03-28 07:49:08
3021,25037,HR,Finance Associate,Leadership,7,36108,Non-Binary,Black,0,8,2023-11-04 03:51:01,2024-08-21 07:55:45
3022,56738,Operations,Marketing Exec,JavaScript,4,102613,Non-Binary,Mixed,1,2,2021-03-15 20:48:38,2018-07-20 19:12:19
3023,81678,Finance,HR Manager,Excel,2,94711,Non-Binary,Black,1,4,2019-12-29 01:10:21,2021-04-27 10:02:53
3024,22109,Engineering,Software Engineer,Cloud,2,81938,Female,Black,0,4,2024-03-22 18:44:40,2020-02-11 21:20:23
3025,32010,Finance,Software Engineer,Excel,1,93498,Male,Asian,1,2,2019-04-09 00:25:52,2019-08-26 15:10:04
3026,18787,Marketing,Data Analyst,Communication,7,104152,Female,Mixed,1,9,2024-10-13 05:48:44,2020-07-08 21:48:55
3027,18472,Marketing,HR Manager,Communication,0,42751,Non-Binary,Asian,1,4,2020-09-12 23:56:34,2019-05-18 07:56:27
3028,33383,Operations,Finance Associate,Excel,7,95746,Non-Binary,Asian,1,4,2024-10-28 22:41:40,2018-08-19 15:41:08
3029,71709,Operations,Finance Associate,Cloud,2,57390,Other,Other,0,4,2020-02-12 21:04:02,2020-02-16 08:38:45
3030,79785,HR,Sales Rep,Leadership,8,40993,Other,Asian,1,5,2020-11-25 03:14:31,2021-01-06 06:31:36
3031,44518,HR,HR Manager,ML,1,85403,Male,Hispanic,0,8,2018-06-01 23:53:29,2024-11-09 20:58:33
3032,63909,Marketing,Finance Associate,Leadership,9,51859,Male,White,0,4,2019-04-28 10:01:25,2021-03-23 11:27:53
3033,28351,Engineering,Data Analyst,ML,8,45878,Male,White,1,3,2024-10-05 05:51:13,2022-11-05 02:16:09
3034,79624,Finance,Marketing Exec,JavaScript,5,105459,Female,Hispanic,0,1,2018-06-24 08:11:28,2018-06-15 18:33:35
3035,63330,HR,Software Engineer,Leadership,0,52100,Other,Black,1,2,2019-05-27 03:30:33,2019-10-23 00:40:10
3036,25282,Sales,HR Manager,Excel,4,114622,Male,Mixed,1,4,2020-04-02 11:29:24,2018-01-08 23:00:26
3037,94866,HR,Software Engineer,Excel,9,87284,Other,Mixed,0,9,2020-09-15 06:14:34,2023-02-25 07:57:03
3038,31778,Engineering,Marketing Exec,Cloud,8,84976,Other,Mixed,0,1,2024-09-21 18:47:20,2019-01-03 00:01:53
3039,34264,Engineering,HR Manager,Excel,5,65023,Other,Asian,1,6,2019-01-14 09:23:05,2021-12-10 13:57:08
3040,69675,Operations,Marketing Exec,Cloud,6,72709,Other,Mixed,0,6,2024-05-28 23:07:20,2020-01-21 15:21:44
3041,15075,Finance,Finance Associate,Excel,3,101553,Other,Mixed,1,3,2020-06-22 12:14:08,2020-11-24 11:47:14
3042,85948,Engineering,Finance Associate,Communication,0,79524,Other,Mixed,1,9,2022-09-21 13:09:06,2023-01-15 16:59:33
3043,58454,HR,Finance Associate,Python,4,110049,Female,White,1,3,2020-08-01 00:21:00,2018-09-13 01:16:19
3044,38365,HR,Marketing Exec,Excel,1,69974,Non-Binary,Hispanic,1,1,2024-12-27 15:01:57,2020-10-02 13:50:43
3045,82766,Marketing,Marketing Exec,Python,7,71478,Other,Other,1,2,2021-01-31 04:39:48,2023-05-09 04:09:22
3046,58200,Engineering,Marketing Exec,ML,3,78768,Female,Black,0,4,2020-07-18 11:51:31,2018-10-21 09:24:57
3047,21002,Sales,Software Engineer,JavaScript,0,105396,Male,Hispanic,1,4,2019-06-13 21:11:24,2022-10-23 21:09:32
3048,23947,Operations,Marketing Exec,Leadership,9,98622,Female,Mixed,0,2,2018-04-29 03:32:47,2023-08-17 08:59:44
3049,89222,Finance,Finance Associate,Leadership,6,73544,Female,Black,0,6,2022-07-25 12:55:45,2024-06-25 21:53:14
3050,88610,Sales,Data Analyst,ML,1,43050,Female,Black,1,6,2020-09-28 06:37:51,2023-12-01 13:58:28
3051,62142,Operations,Marketing Exec,Excel,2,44784,Other,Hispanic,1,3,2022-12-02 17:00:27,2020-03-13 07:49:19
3052,66307,HR,Data Analyst,Leadership,8,36774,Male,Hispanic,0,1,2022-03-07 06:13:15,2024-10-23 18:26:09
3053,14493,Sales,Finance Associate,Cloud,8,59968,Female,Hispanic,0,9,2024-06-08 05:27:00,2022-06-26 20:08:48
3054,60085,Operations,Marketing Exec,ML,1,83236,Male,Other,1,4,2023-08-09 05:17:50,2022-07-28 17:05:20
3055,44228,HR,Software Engineer,Communication,2,102678,Female,Hispanic,1,9,2019-04-05 11:34:03,2018-04-26 17:00:47
3056,89676,HR,Software Engineer,Python,8,75135,Other,Other,1,5,2020-09-08 08:34:57,2023-11-02 14:22:06
3057,61875,HR,Data Analyst,Cloud,0,48007,Female,Asian,1,7,2021-05-24 03:47:37,2018-12-24 13:50:59
3058,41655,HR,Sales Rep,Leadership,1,50158,Female,White,1,3,2018-03-18 10:03:28,2024-11-12 06:31:17
3059,53472,HR,Software Engineer,Cloud,1,96587,Male,Other,1,3,2023-01-18 21:55:02,2021-03-01 21:13:46
3060,59437,Marketing,Software Engineer,Excel,9,29115,Male,White,1,8,2024-08-04 20:56:22,2024-09-15 02:51:02
3061,59416,Sales,Software Engineer,Communication,2,109560,Male,Mixed,1,1,2021-08-15 02:05:11,2023-08-15 17:01:52
3062,69711,Operations,Finance Associate,Python,9,84317,Non-Binary,Asian,0,8,2023-03-20 10:15:35,2021-06-27 12:40:09
3063,16816,Marketing,Software Engineer,Communication,2,31371,Male,Black,1,8,2018-08-29 04:11:45,2019-09-23 15:21:21
3064,87175,Marketing,HR Manager,ML,9,119226,Female,Hispanic,0,3,2024-12-11 20:33:38,2020-05-16 11:44:46
3065,74307,Engineering,Marketing Exec,Excel,1,64355,Non-Binary,Mixed,1,1,2023-11-25 22:57:59,2024-01-12 04:32:03
3066,56733,Engineering,Software Engineer,Cloud,7,68375,Male,Black,1,9,2022-10-17 22:51:31,2024-03-29 23:22:13
3067,21240,Engineering,Sales Rep,Cloud,7,99616,Other,White,0,4,2022-07-18 19:29:24,2020-12-07 14:56:01
3068,81363,Finance,Sales Rep,ML,7,92419,Male,Black,1,7,2022-12-24 16:22:16,2024-10-27 18:02:20
3069,42762,Engineering,Software Engineer,Cloud,1,95357,Other,Hispanic,0,9,2023-02-07 07:10:18,2024-08-16 07:58:18
3070,18259,Operations,Software Engineer,JavaScript,8,33338,Non-Binary,Hispanic,1,3,2023-01-03 15:26:14,2018-02-27 04:42:52
3071,60139,Marketing,HR Manager,Excel,6,47007,Other,Other,1,5,2020-05-27 04:47:21,2020-03-23 14:01:32
3072,24849,Operations,Software Engineer,ML,4,27477,Non-Binary,Other,1,3,2018-10-17 03:48:32,2023-01-21 10:11:29
3073,91768,Sales,Software Engineer,Excel,6,103671,Other,White,1,5,2018-10-31 10:45:27,2023-05-20 04:14:02
3074,99709,Engineering,Marketing Exec,Python,7,67423,Male,Hispanic,1,2,2021-11-27 04:14:33,2018-06-25 06:03:48
3075,64869,Finance,Sales Rep,Excel,8,100973,Non-Binary,Asian,1,4,2022-02-08 04:22:40,2018-02-06 06:01:00
3076,73095,Sales,HR Manager,Excel,1,73100,Female,Mixed,1,2,2020-07-17 11:44:47,2024-06-11 22:56:24
3077,80910,Finance,Sales Rep,Python,5,100038,Female,White,1,3,2022-04-12 20:41:13,2021-05-30 09:13:49
3078,96710,Sales,HR Manager,ML,8,54236,Female,White,1,5,2024-04-19 07:53:18,2024-02-24 06:37:41
3079,33567,Marketing,Sales Rep,Excel,5,25368,Male,Black,0,9,2023-03-05 09:36:47,2022-05-08 15:15:57
3080,45292,Operations,Software Engineer,Communication,1,50839,Female,White,1,3,2021-09-18 13:00:01,2022-10-28 22:18:16
3081,84813,HR,Sales Rep,Excel,0,98098,Non-Binary,Mixed,1,6,2024-10-22 14:08:35,2021-07-27 20:51:49
3082,61631,Operations,Sales Rep,ML,2,32139,Female,Asian,1,4,2024-02-03 03:51:20,2023-05-04 19:23:20
3083,19885,Engineering,HR Manager,Cloud,4,52141,Non-Binary,Black,1,4,2021-08-23 07:51:02,2023-01-13 08:18:04
3084,69659,HR,Data Analyst,Leadership,6,89262,Female,Mixed,1,5,2020-04-27 01:00:44,2022-02-22 22:36:20
3085,64306,Finance,HR Manager,Python,9,31704,Other,Other,0,7,2018-06-17 21:52:43,2021-11-15 21:56:26
3086,76314,Marketing,HR Manager,Cloud,9,26887,Non-Binary,White,1,4,2021-09-22 05:05:26,2019-02-23 23:39:23
3087,75087,Marketing,HR Manager,ML,2,36975,Female,Hispanic,1,8,2022-02-11 17:27:21,2021-05-09 04:03:43
3088,39165,Finance,Finance Associate,JavaScript,8,25544,Female,Other,1,9,2019-02-22 19:47:34,2019-09-02 03:39:49
3089,68929,Engineering,Finance Associate,Leadership,9,109984,Female,Hispanic,1,9,2018-06-11 02:06:44,2024-02-23 23:57:39
3090,77028,Finance,Finance Associate,Cloud,3,113366,Non-Binary,Mixed,1,9,2021-03-04 16:43:12,2019-07-06 02:06:48
3091,59812,Sales,HR Manager,Excel,9,71323,Non-Binary,Asian,1,2,2021-03-05 14:11:00,2020-07-06 15:23:49
3092,60500,Engineering,Data Analyst,Leadership,1,75382,Female,Hispanic,0,3,2019-02-01 11:53:27,2020-11-21 13:37:50
3093,89151,HR,HR Manager,Excel,2,48926,Other,Mixed,1,5,2020-01-20 10:25:31,2018-10-07 08:02:56
3094,68643,Finance,Software Engineer,Python,4,38333,Non-Binary,Black,1,1,2020-10-16 16:27:23,2018-11-23 06:26:26
3095,54900,Engineering,Data Analyst,Excel,2,41942,Non-Binary,White,1,4,2022-03-30 22:57:02,2024-03-19 06:29:10
3096,52946,HR,Finance Associate,Leadership,4,105220,Other,Asian,1,5,2022-11-08 22:28:22,2023-11-14 02:25:37
3097,17851,Finance,Sales Rep,Communication,3,116624,Male,Asian,1,9,2020-07-10 19:33:02,2019-09-22 11:12:40
3098,26288,Marketing,Sales Rep,Communication,9,47447,Other,Black,1,8,2023-02-19 00:08:33,2020-01-08 21:58:00
3099,82692,Finance,Marketing Exec,Cloud,2,99397,Female,Asian,1,1,2022-05-30 04:02:08,2021-05-18 08:38:30
3100,77580,Operations,Data Analyst,ML,5,49833,Non-Binary,Mixed,1,3,2023-07-27 20:41:39,2019-07-14 00:41:28
3101,17368,Finance,Finance Associate,Python,7,107990,Non-Binary,Asian,1,3,2018-11-20 07:47:19,2019-02-01 05:07:27
3102,95436,Operations,Data Analyst,JavaScript,3,91586,Non-Binary,Asian,1,6,2023-12-04 18:59:09,2023-10-27 01:45:30
3103,56403,HR,Data Analyst,Cloud,8,110958,Non-Binary,Asian,1,4,2023-08-23 12:44:32,2018-09-21 12:05:57
3104,19168,Finance,Sales Rep,ML,5,46530,Male,Mixed,1,4,2022-03-08 22:18:04,2020-04-02 14:41:12
3105,96497,HR,HR Manager,Python,4,72060,Non-Binary,Other,1,1,2022-05-15 10:26:25,2019-08-05 00:31:53
3106,59879,HR,Software Engineer,Leadership,2,106292,Non-Binary,White,1,4,2018-06-29 04:10:30,2019-07-12 08:50:20
3107,69871,Engineering,Marketing Exec,Python,4,94558,Male,Hispanic,1,1,2019-11-04 12:46:28,2023-12-01 06:24:33
3108,99388,HR,Finance Associate,Leadership,4,66104,Female,Other,1,5,2020-06-08 06:14:54,2021-07-04 23:35:00
3109,42174,HR,Data Analyst,Cloud,3,27634,Female,Asian,1,3,2020-05-27 03:35:33,2020-11-22 07:03:06
3110,16581,Finance,Marketing Exec,ML,5,90210,Male,Black,1,5,2023-03-26 21:39:35,2021-11-09 12:31:42
3111,81853,Finance,Data Analyst,ML,2,117681,Female,Black,1,3,2018-09-24 01:38:03,2019-04-28 21:47:49
3112,74046,Marketing,Sales Rep,Excel,9,32288,Female,Mixed,0,5,2019-11-11 01:16:24,2021-12-29 16:55:23
3113,59678,Engineering,Software Engineer,JavaScript,0,99528,Other,White,1,4,2024-10-23 23:20:46,2018-04-30 09:35:43
3114,36649,HR,Sales Rep,Communication,6,59253,Other,Asian,0,9,2022-06-14 08:51:51,2019-09-19 09:50:50
3115,98668,Engineering,Marketing Exec,Excel,6,52005,Other,Mixed,1,6,2019-08-16 05:54:19,2020-12-15 21:26:11
3116,92325,Operations,Finance Associate,Python,3,74824,Male,Hispanic,0,2,2018-03-26 05:55:11,2020-09-16 03:32:12
3117,24567,HR,Data Analyst,JavaScript,8,102702,Non-Binary,White,1,1,2020-09-17 23:15:57,2024-03-03 09:44:35
3118,90404,Engineering,Software Engineer,JavaScript,1,118601,Male,White,0,1,2024-10-19 00:01:52,2023-04-21 07:47:16
3119,99906,Marketing,Sales Rep,ML,0,78574,Male,Mixed,1,1,2019-09-02 20:09:49,2021-11-18 19:06:45
3120,71944,Marketing,Marketing Exec,JavaScript,2,42798,Male,Other,0,9,2023-09-03 12:31:22,2023-04-03 07:11:55
3121,88002,HR,Sales Rep,Cloud,6,85712,Male,Black,1,5,2021-11-08 12:47:47,2018-11-08 04:51:24
3122,38803,Operations,Data Analyst,JavaScript,8,54301,Other,Other,1,4,2024-08-04 16:02:44,2020-06-26 18:05:33
3123,28230,Marketing,Data Analyst,Python,1,80267,Male,White,1,5,2022-11-04 12:34:20,2020-01-07 22:42:31
3124,27862,Marketing,Finance Associate,Cloud,5,28894,Other,Black,1,9,2023-12-19 18:29:12,2023-03-10 05:08:43
3125,53355,Operations,Software Engineer,Cloud,2,28846,Non-Binary,White,1,3,2022-11-04 22:19:17,2018-06-18 14:10:20
3126,41259,Engineering,HR Manager,Excel,4,88571,Female,White,1,3,2019-07-08 08:27:25,2022-06-12 10:48:09
3127,97445,Marketing,Sales Rep,JavaScript,8,39481,Other,White,0,2,2020-06-07 01:16:21,2018-04-30 21:34:40
3128,40795,Finance,Data Analyst,ML,2,67154,Male,Hispanic,1,8,2023-12-19 23:29:01,2021-04-10 09:15:35
3129,18770,Sales,Marketing Exec,Leadership,0,76176,Non-Binary,Black,0,7,2023-10-08 23:54:42,2019-05-31 16:07:45
3130,21093,Sales,Sales Rep,Excel,4,81628,Male,Hispanic,1,2,2020-12-09 05:27:43,2021-03-17 00:47:54
3131,56571,Marketing,Finance Associate,ML,0,33048,Non-Binary,Black,1,4,2019-07-07 20:12:59,2018-06-14 23:02:22
3132,10193,Engineering,Finance Associate,JavaScript,7,52386,Female,Hispanic,1,7,2020-04-03 16:49:17,2021-08-08 21:09:26
3133,27569,Engineering,Data Analyst,Excel,6,58336,Non-Binary,Hispanic,0,1,2020-05-18 04:17:37,2022-12-11 09:32:51
3134,21190,HR,Data Analyst,JavaScript,1,48853,Non-Binary,Hispanic,1,1,2024-02-19 12:56:17,2023-10-29 13:20:30
3135,72824,Finance,Data Analyst,Python,8,59713,Female,Mixed,1,8,2022-04-16 18:33:02,2024-09-07 20:43:03
3136,52752,Engineering,HR Manager,Excel,4,82690,Female,Hispanic,0,6,2019-03-17 03:06:14,2022-03-16 17:58:44
3137,42327,Operations,Data Analyst,ML,6,41791,Non-Binary,Other,0,2,2020-01-02 06:23:07,2022-11-06 08:07:05
3138,52070,Finance,Sales Rep,Python,3,94764,Male,Other,1,1,2022-07-01 21:37:29,2021-08-16 10:35:05
3139,95925,Sales,Sales Rep,Communication,0,102481,Other,White,1,3,2024-02-17 17:26:40,2022-07-08 02:49:01
3140,50197,Finance,Software Engineer,ML,7,66573,Male,Asian,1,4,2018-05-21 17:35:39,2019-04-17 01:48:35
3141,12261,Operations,Marketing Exec,Leadership,0,64899,Other,Hispanic,1,5,2024-07-01 00:41:24,2019-05-13 22:06:53
3142,36512,Marketing,Data Analyst,JavaScript,2,115217,Female,Asian,1,3,2021-03-10 18:55:58,2018-04-03 03:51:14
3143,16716,Operations,Sales Rep,ML,5,39975,Male,Asian,1,5,2018-09-26 18:08:10,2019-12-10 21:35:30
3144,96795,Operations,Sales Rep,Communication,7,98247,Female,White,1,7,2019-10-19 04:33:36,2018-09-24 15:20:29
3145,38933,Marketing,Sales Rep,ML,7,37105,Non-Binary,Asian,1,9,2018-12-20 02:40:40,2020-07-29 17:47:30
3146,14378,Marketing,HR Manager,Python,1,74645,Non-Binary,Asian,0,5,2024-02-12 08:09:11,2021-07-07 08:01:59
3147,50583,Marketing,Marketing Exec,Cloud,8,55146,Male,Other,1,4,2020-06-05 20:35:57,2018-04-30 00:46:36
3148,95371,Marketing,Finance Associate,ML,3,105774,Female,Asian,1,9,2018-10-19 00:19:15,2019-01-03 06:08:39
3149,39033,Marketing,Sales Rep,Excel,3,28868,Male,Black,1,8,2024-02-07 23:40:15,2019-07-20 22:41:53
3150,34000,Operations,Data Analyst,Leadership,1,78537,Male,Hispanic,1,5,2024-08-27 11:30:38,2018-01-20 19:29:22
