training_id,employee_id,training_name,hours_completed,training_score,completion_date
2697,1748,Excel Bootcamp,28,53,2022-04-09 16:29:50
2698,4255,Excel Bootcamp,11,40,2023-11-10 01:16:12
2699,4042,Excel Bootcamp,6,95,2018-08-02 06:02:02
2700,2099,Excel Bootcamp,27,23,2021-11-11 12:13:55
2701,1784,Leadership 101,17,78,2021-02-09 03:08:58
2702,3873,Leadership 101,39,22,2018-01-17 20:49:28
2703,2921,Cloud Cert,11,94,2020-06-14 22:53:56
2704,20,Excel Bootcamp,13,72,2024-09-25 09:47:45
2705,974,Excel Bootcamp,48,31,2024-05-19 14:01:11
2706,2940,AI Workshop,13,16,2020-11-23 09:33:00
2707,72,Leadership 101,8,54,2024-02-06 11:48:07
2708,2790,AI Workshop,25,24,2022-04-21 11:59:22
2709,2012,Leadership 101,41,21,2021-03-14 12:39:22
2710,2378,Excel Bootcamp,37,72,2023-06-23 23:29:20
2711,3705,AI Workshop,14,82,2021-02-27 03:34:54
2712,1000,Leadership 101,21,38,2018-04-27 18:23:49
2713,1678,AI Workshop,43,70,2023-02-09 12:44:58
2714,62,AI Workshop,44,14,2023-12-12 22:51:52
2715,3170,Cloud Cert,20,30,2021-02-28 15:13:14
2716,127,Cloud Cert,20,78,2023-08-15 23:08:54
2717,3665,Excel Bootcamp,42,7,2019-03-25 10:43:48
2718,1884,Excel Bootcamp,27,4,2020-03-30 19:36:37
2719,3620,Excel Bootcamp,33,83,2021-08-06 10:25:33
2720,2788,Leadership 101,31,25,2020-12-08 21:30:04
2721,4105,Excel Bootcamp,16,25,2022-06-18 07:16:38
2722,2796,AI Workshop,7,19,2018-04-17 10:58:20
2723,2787,Cloud Cert,16,30,2020-01-25 08:04:05
2724,1261,AI Workshop,46,43,2024-10-15 13:01:24
2725,145,AI Workshop,4,94,2024-11-17 14:55:07
2726,4090,Cloud Cert,3,15,2018-10-03 11:36:12
2727,1549,Cloud Cert,30,48,2023-06-23 09:26:41
2728,1995,Excel Bootcamp,19,29,2024-10-31 11:29:00
2729,627,Leadership 101,27,99,2024-06-25 05:36:11
2730,4065,Excel Bootcamp,29,33,2020-04-15 01:39:14
2731,476,Excel Bootcamp,49,39,2018-03-28 21:57:55
2732,2312,Leadership 101,44,40,2024-12-09 00:50:24
2733,404,AI Workshop,17,23,2024-02-24 13:54:17
2734,4219,Excel Bootcamp,1,87,2020-04-02 22:26:20
2735,4295,Cloud Cert,21,62,2018-09-05 18:54:47
2736,3389,Excel Bootcamp,33,43,2019-04-21 04:50:30
2737,556,Excel Bootcamp,25,64,2022-04-26 08:31:00
2738,1203,AI Workshop,11,42,2021-08-21 03:46:56
2739,3514,Excel Bootcamp,35,52,2023-10-18 06:30:53
2740,3968,AI Workshop,36,94,2021-11-18 19:34:32
2741,1141,Excel Bootcamp,39,80,2024-12-20 09:26:57
2742,2807,AI Workshop,28,33,2022-07-14 10:26:55
2743,1438,Leadership 101,20,91,2023-04-14 09:17:13
2744,1891,Cloud Cert,39,10,2020-04-14 08:59:39
2745,3565,AI Workshop,43,20,2018-01-12 22:31:44
2746,613,Cloud Cert,25,63,2024-02-10 07:05:39
2747,3806,Excel Bootcamp,46,4,2021-12-31 20:30:05
2748,4498,Excel Bootcamp,8,84,2021-08-13 00:30:39
2749,281,AI Workshop,32,15,2021-07-12 20:21:25
2750,162,Leadership 101,20,15,2022-02-18 18:39:51
2751,44,Cloud Cert,48,63,2022-05-09 21:46:48
2752,4007,AI Workshop,44,47,2018-06-17 12:43:57
2753,2524,AI Workshop,41,17,2024-11-28 18:58:20
2754,1626,Cloud Cert,20,84,2023-04-30 00:33:14
2755,3243,AI Workshop,9,49,2023-02-19 11:30:47
2756,1940,Cloud Cert,13,17,2024-02-05 20:55:52
2757,1794,Excel Bootcamp,38,12,2022-02-05 21:33:17
2758,2546,Cloud Cert,22,11,2022-02-12 21:24:49
2759,1826,Leadership 101,30,94,2024-11-25 22:56:22
2760,823,Cloud Cert,37,26,2023-09-10 00:37:38
2761,469,Excel Bootcamp,42,89,2021-01-08 12:38:24
2762,1992,Cloud Cert,23,45,2024-08-05 23:16:30
2763,2263,Cloud Cert,11,81,2022-11-18 13:13:29
2764,2667,AI Workshop,14,54,2018-07-14 21:13:12
2765,2888,Cloud Cert,16,65,2018-04-08 14:13:11
2766,321,Excel Bootcamp,39,63,2020-08-31 23:54:21
2767,940,Excel Bootcamp,28,26,2018-02-08 17:47:41
2768,2347,Leadership 101,40,67,2019-11-12 14:56:53
2769,3146,Cloud Cert,27,59,2022-05-06 16:57:51
2770,4541,AI Workshop,46,43,2018-11-15 11:17:15
2771,141,Excel Bootcamp,10,11,2020-12-19 15:25:21
2772,882,Leadership 101,46,47,2021-11-11 06:15:06
2773,1526,Cloud Cert,20,28,2023-04-06 04:38:24
2774,1052,AI Workshop,27,28,2024-06-29 11:17:13
2775,4254,Cloud Cert,22,94,2018-11-21 02:57:25
2776,3154,Cloud Cert,45,35,2024-06-29 02:08:52
2777,826,Leadership 101,32,7,2021-05-23 17:46:41
2778,2069,Excel Bootcamp,32,97,2022-08-27 03:27:44
2779,1370,Cloud Cert,49,27,2023-01-01 17:23:24
2780,2265,Cloud Cert,38,93,2023-12-15 10:17:06
2781,4947,Leadership 101,47,27,2020-11-18 01:59:48
2782,4585,AI Workshop,40,95,2019-08-21 17:02:32
2783,2361,Cloud Cert,5,47,2023-11-07 22:37:59
2784,3858,Excel Bootcamp,40,5,2024-07-23 14:30:52
2785,3988,Cloud Cert,9,98,2021-03-01 11:58:37
2786,4967,Cloud Cert,7,37,2019-01-19 07:56:36
2787,4258,Excel Bootcamp,18,21,2023-07-18 10:25:07
2788,1418,Leadership 101,46,90,2023-02-12 06:35:46
2789,289,Cloud Cert,40,69,2021-08-03 23:04:18
2790,3699,Excel Bootcamp,1,97,2022-07-19 12:02:50
2791,3987,Excel Bootcamp,49,42,2018-06-03 03:26:59
2792,2737,AI Workshop,6,63,2019-05-23 22:10:34
2793,30,Leadership 101,14,2,2018-11-23 21:20:36
2794,211,Excel Bootcamp,24,87,2020-08-26 13:06:53
2795,4565,Cloud Cert,17,51,2020-05-15 22:45:13
2796,2363,Leadership 101,17,93,2019-04-02 14:55:10
2797,2806,Excel Bootcamp,44,18,2019-05-09 20:54:39
2798,1516,Leadership 101,21,35,2019-06-25 14:53:15
2799,3022,Cloud Cert,48,10,2023-07-02 10:56:24
2800,4373,AI Workshop,35,39,2022-08-09 01:53:31
2801,2997,Cloud Cert,49,97,2018-06-08 07:30:02
2802,4531,Leadership 101,34,32,2018-09-17 03:40:43
2803,408,Cloud Cert,13,37,2018-08-06 08:08:19
2804,2277,Excel Bootcamp,14,87,2018-09-28 04:49:56
2805,1711,Leadership 101,4,65,2020-02-01 16:03:57
2806,826,Cloud Cert,24,17,2023-03-06 18:44:19
2807,3121,Cloud Cert,6,36,2020-05-22 09:13:10
2808,396,Cloud Cert,20,27,2023-06-02 08:11:48
2809,3753,AI Workshop,32,48,2024-10-12 08:23:56
2810,1596,AI Workshop,23,39,2022-02-04 08:51:04
2811,781,AI Workshop,41,65,2023-09-04 22:20:00
2812,2493,AI Workshop,14,38,2018-09-21 11:40:14
2813,1109,Cloud Cert,22,62,2022-05-09 05:22:19
2814,501,AI Workshop,17,14,2018-07-21 22:57:39
2815,1859,Cloud Cert,40,68,2021-03-03 15:38:06
2816,3313,Excel Bootcamp,2,96,2019-08-21 02:52:58
2817,230,Excel Bootcamp,49,85,2020-11-01 12:44:29
2818,246,Excel Bootcamp,7,47,2020-07-05 11:25:17
2819,101,Leadership 101,35,43,2019-11-15 07:37:03
2820,2857,Excel Bootcamp,36,2,2020-10-27 06:27:19
2821,3001,Leadership 101,14,89,2021-04-20 03:51:37
2822,1694,AI Workshop,20,38,2019-01-12 13:09:30
2823,1069,Excel Bootcamp,28,59,2018-01-16 19:33:46
2824,4170,Excel Bootcamp,13,48,2019-04-20 16:47:01
2825,257,Excel Bootcamp,49,78,2021-08-21 15:24:38
2826,1127,AI Workshop,44,13,2020-06-05 19:18:00
2827,1116,Excel Bootcamp,7,44,2022-05-16 03:41:57
2828,1261,Excel Bootcamp,3,19,2018-02-16 02:05:26
2829,2771,Cloud Cert,5,12,2018-11-22 05:16:13
2830,4180,Cloud Cert,33,60,2023-06-16 05:04:38
2831,532,Leadership 101,46,31,2019-05-14 08:41:10
2832,4959,Cloud Cert,9,34,2024-11-02 02:15:41
2833,4095,AI Workshop,27,41,2022-03-11 09:26:22
2834,858,AI Workshop,15,23,2023-05-21 13:28:46
2835,3619,Excel Bootcamp,34,73,2024-07-08 00:13:37
2836,2141,Cloud Cert,18,16,2024-03-29 10:06:44
2837,3033,Leadership 101,4,88,2020-12-08 11:09:23
2838,2360,Leadership 101,34,72,2022-05-19 13:04:22
2839,2342,Leadership 101,45,31,2018-08-11 00:56:03
2840,2781,Excel Bootcamp,21,55,2021-02-22 02:03:04
2841,4694,AI Workshop,18,96,2023-10-08 16:00:08
2842,4538,Excel Bootcamp,36,42,2018-11-15 04:25:32
2843,2678,AI Workshop,35,23,2022-09-02 09:10:47
2844,4718,Excel Bootcamp,7,38,2020-07-31 19:32:34
2845,3784,AI Workshop,34,96,2024-01-12 21:55:47
2846,4682,Leadership 101,46,23,2021-11-19 05:06:04
2847,463,AI Workshop,37,87,2023-11-21 10:07:29
2848,1343,Cloud Cert,2,97,2019-02-12 08:24:42
2849,621,Cloud Cert,41,26,2018-04-25 12:42:23
2850,1511,Leadership 101,16,40,2020-12-10 08:32:34
2851,4007,Leadership 101,28,3,2019-07-04 01:31:39
2852,917,Excel Bootcamp,30,1,2023-06-10 14:40:27
2853,3300,Cloud Cert,31,77,2020-11-05 07:06:16
2854,2864,Leadership 101,8,91,2023-09-13 10:34:06
2855,4098,Excel Bootcamp,38,50,2022-04-05 23:10:27
2856,3483,Excel Bootcamp,35,27,2024-08-03 22:44:48
2857,775,Cloud Cert,7,44,2019-03-30 11:22:36
2858,3177,AI Workshop,18,86,2020-10-21 11:07:58
2859,1242,Excel Bootcamp,48,55,2021-09-21 20:38:25
2860,2323,Cloud Cert,36,75,2020-05-13 00:51:10
2861,936,Excel Bootcamp,21,15,2024-11-16 13:17:26
2862,1338,Excel Bootcamp,4,94,2022-11-12 04:37:18
2863,4506,Leadership 101,32,82,2018-10-14 18:41:53
2864,3530,Leadership 101,16,44,2022-09-30 17:49:14
2865,4900,Leadership 101,18,88,2023-04-10 18:29:02
2866,300,Cloud Cert,34,96,2023-08-22 08:32:15
2867,2045,Excel Bootcamp,22,86,2024-06-11 22:14:26
2868,3072,Cloud Cert,27,69,2020-09-20 11:23:42
2869,3904,Excel Bootcamp,12,69,2019-05-26 14:18:02
2870,2687,Excel Bootcamp,41,22,2022-03-18 01:00:15
2871,1815,Leadership 101,32,62,2018-10-17 22:16:25
2872,73,Leadership 101,7,51,2021-11-10 05:24:50
2873,1055,Excel Bootcamp,40,39,2024-05-06 14:17:59
2874,1415,Excel Bootcamp,38,22,2023-12-22 02:11:18
2875,4295,AI Workshop,44,7,2018-04-06 23:06:24
2876,2429,AI Workshop,40,50,2023-03-12 03:09:06
2877,4810,Excel Bootcamp,10,54,2021-01-09 09:33:56
2878,2222,Cloud Cert,36,85,2024-10-06 22:15:35
2879,3997,AI Workshop,10,99,2022-07-18 00:59:04
2880,3801,Excel Bootcamp,7,74,2019-07-09 09:57:41
2881,233,Excel Bootcamp,3,12,2019-07-23 01:11:03
2882,1822,AI Workshop,12,62,2024-06-15 18:40:45
2883,1459,Excel Bootcamp,32,87,2022-08-14 01:29:45
2884,3795,Cloud Cert,30,38,2020-11-14 14:27:29
2885,3573,AI Workshop,10,77,2020-02-01 22:29:44
2886,1566,Cloud Cert,21,67,2020-04-28 13:12:47
2887,3362,Excel Bootcamp,38,70,2021-01-20 04:29:58
2888,1756,Leadership 101,20,94,2021-01-28 16:22:35
2889,2323,Excel Bootcamp,15,41,2019-05-03 02:28:47
2890,4102,AI Workshop,21,67,2023-04-22 17:26:26
2891,3217,Cloud Cert,31,2,2019-03-02 06:06:56
2892,3173,Excel Bootcamp,19,57,2023-03-19 08:35:03
2893,603,Cloud Cert,43,59,2021-03-30 20:25:14
2894,3216,Cloud Cert,8,30,2018-03-22 01:33:10
2895,3524,AI Workshop,42,61,2021-11-01 08:17:38
2896,23,Cloud Cert,22,92,2024-02-16 18:36:48
2897,3267,Cloud Cert,46,49,2021-04-30 02:01:15
2898,3518,AI Workshop,46,49,2019-08-03 23:15:55
2899,2392,Cloud Cert,47,43,2018-12-01 18:59:05
2900,1935,Excel Bootcamp,12,98,2021-05-25 12:32:19
2901,4043,Excel Bootcamp,17,95,2018-04-23 01:55:56
2902,579,Cloud Cert,42,17,2022-04-28 01:21:38
2903,2515,AI Workshop,12,58,2022-10-02 02:49:08
2904,4268,AI Workshop,31,73,2022-12-11 07:01:20
2905,4582,Excel Bootcamp,8,20,2023-11-06 21:07:58
2906,4803,Leadership 101,48,77,2018-01-16 02:28:06
2907,4139,Leadership 101,18,54,2021-10-25 12:52:49
2908,1136,Cloud Cert,27,91,2022-01-11 18:48:57
2909,747,Leadership 101,42,58,2023-03-25 07:26:05
2910,3902,Cloud Cert,43,4,2018-10-06 16:28:01
2911,1419,Cloud Cert,6,91,2023-03-17 04:42:40
2912,4575,Leadership 101,28,72,2018-07-04 00:21:09
2913,3209,Excel Bootcamp,29,64,2021-07-25 00:40:14
2914,2950,Excel Bootcamp,18,9,2020-02-25 09:50:34
2915,4337,AI Workshop,45,85,2018-12-19 07:15:27
2916,3638,AI Workshop,43,35,2024-03-04 12:19:08
2917,2878,Excel Bootcamp,46,28,2021-06-28 08:10:31
2918,633,Leadership 101,46,27,2022-03-23 22:21:26
2919,4331,Excel Bootcamp,23,71,2022-05-31 08:38:44
2920,4434,Excel Bootcamp,36,50,2024-09-22 20:28:07
2921,599,Excel Bootcamp,10,45,2018-12-17 11:52:57
2922,3203,Cloud Cert,27,98,2021-07-09 03:46:54
2923,896,AI Workshop,18,14,2023-04-25 21:07:57
2924,4587,Cloud Cert,41,29,2024-05-26 15:06:27
2925,1283,AI Workshop,13,60,2024-10-05 02:24:38
2926,963,Leadership 101,23,29,2022-10-01 23:05:12
2927,1311,Excel Bootcamp,40,57,2022-06-16 17:22:31
2928,3399,Leadership 101,43,61,2023-02-21 00:16:27
2929,4663,Excel Bootcamp,23,85,2024-03-19 21:26:43
2930,971,Excel Bootcamp,40,60,2020-06-21 21:30:36
2931,2140,Leadership 101,49,66,2021-05-06 14:25:42
2932,892,Cloud Cert,29,51,2023-08-07 13:55:28
2933,2276,Leadership 101,10,10,2024-12-24 07:33:40
2934,3182,Leadership 101,30,88,2018-04-11 03:54:25
2935,2329,Leadership 101,22,91,2018-05-02 13:13:53
2936,2598,Cloud Cert,31,51,2021-05-04 14:13:05
2937,2876,Excel Bootcamp,42,96,2021-12-12 03:36:33
2938,3157,Excel Bootcamp,23,87,2019-03-07 10:48:04
2939,1222,Cloud Cert,4,48,2021-02-13 05:33:23
2940,3148,Cloud Cert,40,57,2024-02-08 04:06:02
2941,977,AI Workshop,2,52,2020-04-08 08:33:09
2942,1197,Excel Bootcamp,14,57,2024-06-23 07:29:43
2943,612,Excel Bootcamp,40,85,2023-03-30 03:54:09
2944,624,Cloud Cert,26,86,2024-04-29 11:42:47
2945,4864,Excel Bootcamp,22,87,2019-07-26 18:26:29
2946,1450,Excel Bootcamp,46,12,2022-05-21 09:44:04
2947,2682,Leadership 101,40,77,2019-02-03 19:03:37
2948,4189,AI Workshop,18,34,2024-03-26 16:26:45
2949,1893,Cloud Cert,8,89,2023-05-24 00:01:16
2950,3614,Excel Bootcamp,42,66,2022-02-01 01:33:23
2951,3905,Cloud Cert,36,41,2024-03-05 16:28:16
2952,3660,Cloud Cert,11,54,2023-05-26 20:58:41
2953,1830,Excel Bootcamp,46,21,2023-02-26 02:00:47
2954,3412,AI Workshop,16,95,2019-01-14 00:34:47
2955,1806,Leadership 101,42,18,2024-01-15 13:21:23
2956,482,Leadership 101,15,80,2021-06-23 11:04:13
2957,3931,AI Workshop,40,78,2024-10-20 22:00:46
2958,4857,Leadership 101,47,97,2018-01-01 10:45:29
2959,3305,Cloud Cert,19,46,2022-07-29 00:20:53
2960,3305,AI Workshop,8,7,2022-05-31 13:28:30
2961,3033,Leadership 101,17,38,2022-12-04 00:16:26
2962,2826,AI Workshop,18,20,2022-02-27 18:25:17
2963,2087,Excel Bootcamp,2,4,2022-04-23 06:28:00
2964,2656,Excel Bootcamp,37,11,2020-12-05 14:10:50
2965,226,Excel Bootcamp,48,6,2018-01-28 08:36:43
2966,2967,Cloud Cert,24,7,2022-10-14 16:40:24
2967,2528,Leadership 101,17,45,2018-10-13 13:07:01
2968,2391,Leadership 101,15,30,2023-09-20 08:50:15
2969,2455,Cloud Cert,24,87,2019-09-25 04:13:59
2970,2838,Leadership 101,23,28,2024-10-07 19:31:52
2971,3347,Leadership 101,27,99,2021-08-15 08:56:32
2972,639,Leadership 101,22,56,2022-05-24 08:38:04
2973,4770,Cloud Cert,47,1,2018-09-10 06:59:01
2974,1916,AI Workshop,13,88,2020-06-02 00:01:12
2975,26,AI Workshop,49,60,2021-01-18 01:14:47
2976,1712,Leadership 101,12,48,2021-02-27 10:14:27
2977,1581,Excel Bootcamp,35,28,2020-01-12 21:34:12
2978,387,AI Workshop,28,55,2024-06-15 19:37:28
2979,980,Excel Bootcamp,10,98,2020-06-20 00:24:36
2980,952,Cloud Cert,10,81,2020-07-13 06:04:24
2981,4581,Leadership 101,45,88,2021-09-23 21:00:32
2982,3886,Cloud Cert,24,31,2021-04-11 16:47:53
2983,111,Leadership 101,28,20,2022-10-02 16:54:00
2984,566,Leadership 101,39,59,2023-06-27 16:19:05
2985,3865,Leadership 101,37,29,2020-03-16 16:24:08
2986,4991,Excel Bootcamp,9,28,2018-07-17 22:04:21
2987,4761,AI Workshop,36,78,2022-03-15 18:52:35
2988,1777,Leadership 101,35,42,2022-03-12 22:42:30
2989,2239,Cloud Cert,43,64,2018-02-26 11:59:54
2990,2104,Leadership 101,49,26,2019-08-09 01:25:21
2991,3098,Excel Bootcamp,2,11,2020-07-07 09:05:06
2992,4206,AI Workshop,41,16,2023-02-04 18:50:50
2993,3008,Leadership 101,38,36,2020-03-05 12:35:39
2994,2499,AI Workshop,23,29,2019-10-21 15:30:03
2995,4249,Excel Bootcamp,12,91,2024-12-13 16:53:07
2996,789,AI Workshop,21,29,2020-02-27 00:12:50
2997,2722,Leadership 101,29,28,2019-01-12 13:08:47
2998,1012,Excel Bootcamp,36,96,2019-07-28 01:22:52
2999,1525,AI Workshop,43,27,2019-12-05 21:12:19
3000,3686,Leadership 101,37,11,2019-03-08 22:42:53
3001,3433,Excel Bootcamp,27,45,2018-05-16 11:30:17
3002,3609,AI Workshop,6,72,2021-07-21 19:39:28
3003,4289,Leadership 101,20,56,2021-12-22 13:30:51
3004,768,Leadership 101,48,49,2021-03-19 15:57:49
3005,1391,Excel Bootcamp,43,53,2021-02-06 17:32:27
3006,4993,Excel Bootcamp,41,68,2024-10-15 10:37:49
3007,3000,Leadership 101,22,52,2023-01-23 04:36:12
3008,4368,Leadership 101,23,76,2019-03-06 20:07:39
3009,544,Excel Bootcamp,34,32,2022-09-15 19:24:56
3010,3947,Excel Bootcamp,4,59,2019-01-01 12:03:36
3011,328,Leadership 101,32,76,2023-09-15 05:55:22
3012,4441,Excel Bootcamp,16,64,2024-11-18 17:02:00
3013,2444,Cloud Cert,4,56,2020-11-25 02:01:16
3014,2500,AI Workshop,28,60,2019-06-16 00:29:32
3015,3519,Leadership 101,28,25,2021-06-22 06:43:24
3016,3482,Cloud Cert,41,88,2022-11-17 09:36:11
3017,4540,Leadership 101,22,84,2023-09-27 08:54:00
3018,1866,AI Workshop,8,50,2018-01-19 03:32:38
3019,4669,Excel Bootcamp,26,7,2023-10-14 18:51:06
3020,2053,Cloud Cert,39,96,2024-01-24 09:48:11
3021,4768,Excel Bootcamp,30,6,2018-10-13 01:17:18
3022,1120,Cloud Cert,9,83,2018-03-20 21:16:47
3023,2838,AI Workshop,26,52,2019-06-29 20:33:59
3024,2880,Leadership 101,42,18,2024-09-11 08:30:25
3025,3416,Excel Bootcamp,11,12,2022-09-04 06:43:23
3026,4843,Cloud Cert,25,37,2022-08-07 01:07:15
3027,3561,Cloud Cert,34,10,2024-07-19 22:39:15
3028,4624,Cloud Cert,27,87,2024-03-15 01:17:23
3029,2355,AI Workshop,10,82,2021-02-20 03:45:06
3030,2012,Leadership 101,15,21,2023-07-17 06:57:32
3031,1651,Leadership 101,5,54,2018-02-01 23:27:44
3032,2997,AI Workshop,12,13,2024-07-22 04:38:28
3033,387,Excel Bootcamp,8,66,2023-06-28 03:25:50
3034,3981,Leadership 101,6,66,2019-06-23 16:05:54
3035,4060,AI Workshop,24,18,2018-05-28 01:59:39
3036,24,Cloud Cert,1,35,2019-01-12 06:29:10
3037,4019,Cloud Cert,25,98,2024-08-28 00:55:01
3038,178,Excel Bootcamp,45,74,2023-09-03 12:29:34
3039,4556,Cloud Cert,47,32,2021-10-28 21:19:15
3040,4471,AI Workshop,11,25,2023-09-03 23:03:52
3041,3761,AI Workshop,23,24,2020-05-17 07:14:59
3042,4385,Cloud Cert,36,85,2023-10-19 18:42:00
3043,1210,AI Workshop,40,39,2020-05-13 04:51:14
3044,1186,Cloud Cert,7,60,2021-01-10 18:11:57
3045,2910,Cloud Cert,27,98,2020-08-09 20:42:37
3046,2029,Excel Bootcamp,45,26,2024-06-16 03:26:46
3047,1482,AI Workshop,21,42,2019-03-06 22:51:34
3048,2915,AI Workshop,5,39,2023-10-24 22:24:00
3049,1103,Cloud Cert,33,69,2023-12-01 23:00:16
3050,4283,Excel Bootcamp,16,70,2020-10-21 06:25:05
3051,2587,Excel Bootcamp,11,96,2021-02-20 09:31:31
3052,385,Cloud Cert,32,41,2019-03-13 17:10:36
3053,2756,Leadership 101,24,32,2021-12-11 23:54:57
3054,1790,Excel Bootcamp,9,8,2019-04-09 02:58:49
3055,2914,Cloud Cert,36,18,2024-07-02 20:43:21
3056,4916,AI Workshop,7,58,2021-08-19 21:58:04
3057,953,Leadership 101,28,1,2021-08-23 04:36:17
3058,599,Cloud Cert,23,24,2024-06-19 18:28:21
3059,4019,Cloud Cert,39,47,2018-04-21 20:53:22
3060,2003,Cloud Cert,13,81,2022-10-23 16:34:57
3061,2171,AI Workshop,7,63,2019-04-24 11:45:17
3062,1492,Leadership 101,21,18,2024-12-19 12:31:26
3063,255,Cloud Cert,39,20,2019-03-16 18:09:33
3064,2260,Excel Bootcamp,13,26,2020-08-11 18:33:44
3065,284,AI Workshop,36,94,2021-05-12 22:18:40
3066,2328,Leadership 101,12,91,2024-05-22 08:35:49
3067,3240,Excel Bootcamp,8,39,2024-10-06 20:01:58
3068,3275,Cloud Cert,48,23,2023-06-30 15:51:10
3069,2776,Leadership 101,43,90,2023-10-02 17:34:20
3070,2993,Excel Bootcamp,36,5,2020-10-15 14:55:20
3071,4712,Excel Bootcamp,47,14,2023-09-12 23:01:39
3072,3733,Cloud Cert,44,99,2024-01-21 07:19:39
3073,3456,Leadership 101,23,96,2023-03-29 14:41:37
3074,1859,AI Workshop,34,45,2022-07-10 02:43:55
3075,2878,Cloud Cert,23,68,2022-02-07 15:20:45
3076,3410,AI Workshop,38,22,2018-02-10 20:12:41
3077,4074,Leadership 101,29,33,2021-06-09 08:37:47
3078,1082,Excel Bootcamp,24,13,2023-04-16 12:46:54
3079,1956,Cloud Cert,22,72,2022-12-21 06:24:58
3080,640,Cloud Cert,12,46,2022-03-17 18:14:21
3081,783,AI Workshop,16,73,2023-09-04 19:54:45
3082,1342,Excel Bootcamp,1,58,2019-04-19 12:20:47
3083,1190,Cloud Cert,30,28,2018-08-01 14:52:42
3084,2624,Excel Bootcamp,36,1,2020-03-06 03:51:53
3085,620,Cloud Cert,42,15,2022-08-25 04:51:01
3086,1368,AI Workshop,42,7,2021-08-05 02:51:49
3087,1735,Leadership 101,24,17,2022-09-03 20:33:37
3088,715,AI Workshop,39,76,2019-05-22 22:09:46
3089,967,AI Workshop,38,55,2021-04-03 00:17:53
3090,3993,Excel Bootcamp,32,63,2021-05-22 04:54:52
3091,4033,Leadership 101,32,93,2021-07-19 21:47:49
3092,3302,Excel Bootcamp,12,56,2024-07-13 21:20:07
3093,4602,Cloud Cert,10,14,2024-03-25 08:27:36
3094,4297,Cloud Cert,12,77,2019-05-09 06:57:11
3095,3179,Excel Bootcamp,13,56,2019-02-01 11:08:09
3096,2804,Leadership 101,15,32,2024-05-30 05:11:49
3097,469,Excel Bootcamp,30,25,2018-08-28 17:12:12
3098,2070,Cloud Cert,13,91,2019-09-15 09:35:05
3099,3119,Leadership 101,48,24,2021-02-21 01:51:12
3100,4121,AI Workshop,43,13,2023-05-31 01:33:32
3101,3686,Cloud Cert,1,93,2021-04-21 05:59:35
3102,1341,Cloud Cert,18,30,2019-03-14 16:12:03
3103,3764,Excel Bootcamp,39,91,2018-07-04 11:30:56
3104,2016,Excel Bootcamp,12,7,2024-12-02 04:04:16
3105,4304,Leadership 101,44,13,2018-08-09 12:38:12
3106,1013,Leadership 101,9,7,2020-10-29 06:00:11
3107,2068,AI Workshop,49,99,2019-02-02 07:47:42
3108,4713,Leadership 101,4,70,2019-08-08 13:11:25
3109,3690,Leadership 101,27,22,2024-04-16 14:38:34
3110,358,Excel Bootcamp,28,59,2024-05-03 10:53:12
3111,2733,Leadership 101,24,14,2018-06-09 05:17:38
3112,4239,Excel Bootcamp,4,21,2022-04-27 08:35:23
3113,2220,Excel Bootcamp,28,18,2023-02-23 01:54:09
3114,1679,Excel Bootcamp,20,48,2023-02-06 05:25:05
3115,3704,Cloud Cert,29,93,2021-12-15 13:32:07
3116,4726,Excel Bootcamp,33,26,2018-12-24 10:16:56
3117,854,Excel Bootcamp,30,39,2024-11-03 00:06:06
3118,396,Excel Bootcamp,3,37,2019-07-05 19:59:19
3119,2971,Excel Bootcamp,19,62,2018-02-02 23:34:35
3120,915,Cloud Cert,21,64,2020-04-20 12:43:46
3121,4298,Cloud Cert,40,62,2020-12-21 16:58:54
3122,2019,Cloud Cert,21,28,2023-01-07 00:47:40
3123,4857,Cloud Cert,20,11,2023-08-13 21:55:21
3124,2924,Cloud Cert,33,17,2024-01-08 03:52:41
3125,3122,AI Workshop,38,12,2021-06-21 13:46:17
3126,765,Cloud Cert,9,28,2023-07-02 12:01:01
3127,3912,Leadership 101,31,88,2021-01-04 18:23:22
3128,2187,Cloud Cert,32,31,2022-05-28 22:52:45
3129,2703,Leadership 101,41,56,2018-09-16 06:28:21
3130,3647,Leadership 101,23,56,2019-11-21 01:38:45
3131,1369,Excel Bootcamp,23,29,2019-10-05 06:43:20
3132,3594,AI Workshop,42,5,2021-02-05 12:32:39
3133,2290,Leadership 101,16,35,2018-10-12 08:11:12
3134,2493,Leadership 101,21,13,2020-10-09 06:22:14
3135,4015,AI Workshop,12,45,2018-08-21 14:34:29
3136,2097,Leadership 101,6,73,2018-09-23 12:34:58
3137,1018,AI Workshop,14,31,2020-08-18 05:33:52
3138,1569,Leadership 101,22,87,2023-11-25 22:25:15
3139,846,Cloud Cert,31,16,2018-04-06 09:32:18
3140,4277,Leadership 101,40,54,2021-05-19 13:42:05
3141,4389,Cloud Cert,47,84,2024-01-30 03:27:18
3142,4886,AI Workshop,42,47,2019-09-28 01:55:01
3143,1245,Cloud Cert,28,8,2022-01-12 09:16:17
3144,4738,Excel Bootcamp,5,48,2022-10-15 11:32:49
3145,916,Cloud Cert,26,81,2019-05-01 10:32:58
3146,475,Leadership 101,27,64,2019-11-27 01:16:15
3147,3843,Cloud Cert,29,50,2022-08-08 19:02:10
